value,yhat,rep,name,response
1.9017239932356205,-0.10031236664979304,1,tmax,pi
2.6933188109562316,-0.11289893639911674,1,tmax,pi
3.484913628676842,-0.11289893639911674,1,tmax,pi
4.276508446397452,-0.3349575021535529,1,tmax,pi
5.068103264118062,-0.32041780740642867,1,tmax,pi
5.859698081838673,-0.32041780740642867,1,tmax,pi
6.651292899559284,-0.30640952695661605,1,tmax,pi
7.442887717279895,-0.30543482054631776,1,tmax,pi
8.234482535000504,-0.30055753597620916,1,tmax,pi
9.026077352721115,-0.6870312364086651,1,tmax,pi
9.817672170441725,-0.7554907304546354,1,tmax,pi
10.609266988162336,-0.7686529854157124,1,tmax,pi
11.400861805882947,-0.7686529854157124,1,tmax,pi
12.192456623603556,-0.792815506785796,1,tmax,pi
12.984051441324167,-0.7844749701763604,1,tmax,pi
13.775646259044777,-0.8067302235366915,1,tmax,pi
14.567241076765388,-0.7648346937436755,1,tmax,pi
15.358835894485999,-0.7566776723529356,1,tmax,pi
16.15043071220661,-0.753565777351273,1,tmax,pi
16.94202552992722,-0.753565777351273,1,tmax,pi
17.73362034764783,-0.6947384815406302,1,tmax,pi
18.52521516536844,-0.690718511002328,1,tmax,pi
19.31680998308905,-0.6222072340226182,1,tmax,pi
20.108404800809662,-0.5200123240007363,1,tmax,pi
20.899999618530273,-0.47172766664840493,1,tmax,pi
-7.639167308807373,-0.11787573578617472,1,tmin,pi
-6.867471892258217,-0.11787573578617472,1,tmin,pi
-6.0957764757090604,-0.11787573578617472,1,tmin,pi
-5.324081059159903,-0.11787573578617472,1,tmin,pi
-4.552385642610748,-0.11787573578617472,1,tmin,pi
-3.780690226061591,-0.12193352572904037,1,tmin,pi
-3.0089948095124344,-0.1380701933796522,1,tmin,pi
-2.237299392963278,-0.19140801752760583,1,tmin,pi
-1.4656039764141218,-0.32818254936717106,1,tmin,pi
-0.6939085598649655,-0.31412334651286344,1,tmin,pi
0.07778685668419083,-0.3042508454344772,1,tmin,pi
0.8494822732333471,-0.29913422035996007,1,tmin,pi
1.6211776897825043,-0.29913422035996007,1,tmin,pi
2.3928731063316597,-0.3017453076356593,1,tmin,pi
3.164568522880817,-0.35923101101076726,1,tmin,pi
3.9362639394299723,-0.3844815778969932,1,tmin,pi
4.7079593559791295,-0.7281716385627638,1,tmin,pi
5.479654772528287,-0.7227537948741608,1,tmin,pi
6.251350189077442,-0.7883728001090583,1,tmin,pi
7.023045605626599,-0.8733642010369358,1,tmin,pi
7.794741022175755,-0.903297046027812,1,tmin,pi
8.56643643872491,-0.8741284223761983,1,tmin,pi
9.338131855274067,-0.8743484191259461,1,tmin,pi
10.109827271823224,-0.8737619123724925,1,tmin,pi
10.881522688372382,-0.8638355490915859,1,tmin,pi
11.653218104921539,-0.7577428043395018,1,tmin,pi
12.424913521470693,-0.6627059238110724,1,tmin,pi
13.19660893801985,-0.6642649362881166,1,tmin,pi
13.968304354569007,-0.522275018308455,1,tmin,pi
14.739999771118164,-0.4594313527877937,1,tmin,pi
0.159553265,-0.43195515957632413,1,vertcv,pi
0.23661548562068965,-0.5445337487970802,1,vertcv,pi
0.3136777062413793,-0.7362481272140515,1,vertcv,pi
0.39073992686206893,-0.7943253825247748,1,vertcv,pi
0.4678021474827586,-0.8038813287906517,1,vertcv,pi
0.5448643681034483,-0.8282543589010116,1,vertcv,pi
0.6219265887241379,-0.8584735488500339,1,vertcv,pi
0.6989888093448275,-0.8673513646519844,1,vertcv,pi
0.7760510299655172,-0.8584428069712013,1,vertcv,pi
0.8531132505862069,-0.8532967193184766,1,vertcv,pi
0.9301754712068966,-0.8544371225662961,1,vertcv,pi
1.0072376918275863,-0.8544371225662961,1,vertcv,pi
1.0842999124482757,-0.8570096455023937,1,vertcv,pi
1.1613621330689654,-0.8570096455023937,1,vertcv,pi
1.238424353689655,-0.8570096455023937,1,vertcv,pi
1.3154865743103448,-0.8570096455023937,1,vertcv,pi
1.3925487949310345,-0.8570096455023937,1,vertcv,pi
1.4696110155517241,-0.8570096455023937,1,vertcv,pi
1.5466732361724138,-0.8570096455023937,1,vertcv,pi
1.6237354567931035,-0.8570096455023937,1,vertcv,pi
1.7007976774137932,-0.8570096455023937,1,vertcv,pi
1.7778598980344826,-0.8570096455023937,1,vertcv,pi
1.8549221186551723,-0.8570096455023937,1,vertcv,pi
1.931984339275862,-0.8570096455023937,1,vertcv,pi
2.009046559896552,-0.8570096455023937,1,vertcv,pi
2.0861087805172414,-0.8570096455023937,1,vertcv,pi
2.163171001137931,-0.8570096455023937,1,vertcv,pi
2.2402332217586207,-0.8570096455023937,1,vertcv,pi
2.31729544237931,-0.8570096455023937,1,vertcv,pi
2.394357663,-0.8570096455023937,1,vertcv,pi
0.020939777,-0.9003500111252534,1,entropy,pi
0.04954307224137931,-0.9003500111252534,1,entropy,pi
0.07814636748275862,-0.9003500111252534,1,entropy,pi
0.10674966272413794,-0.9003500111252534,1,entropy,pi
0.13535295796551725,-0.9003500111252534,1,entropy,pi
0.16395625320689655,-0.9003500111252534,1,entropy,pi
0.19255954844827586,-0.9003500111252534,1,entropy,pi
0.22116284368965516,-0.9003500111252534,1,entropy,pi
0.24976613893103447,-0.9003500111252534,1,entropy,pi
0.2783694341724138,-0.9003500111252534,1,entropy,pi
0.3069727294137931,-0.9003500111252534,1,entropy,pi
0.3355760246551724,-0.9003500111252534,1,entropy,pi
0.3641793198965517,-0.8976156824947921,1,entropy,pi
0.392782615137931,-0.8924497193846688,1,entropy,pi
0.42138591037931034,-0.8816966063579144,1,entropy,pi
0.4499892056206896,-0.8790337393775307,1,entropy,pi
0.47859250086206895,-0.8767592239148578,1,entropy,pi
0.5071957961034483,-0.8816108581034063,1,entropy,pi
0.5357990913448276,-0.8127369957342753,1,entropy,pi
0.5644023865862069,-0.8094979795791264,1,entropy,pi
0.5930056818275863,-0.8037215243359703,1,entropy,pi
0.6216089770689656,-0.8159650165073636,1,entropy,pi
0.6502122723103448,-0.8159650165073636,1,entropy,pi
0.6788155675517241,-0.7928548810854477,1,entropy,pi
0.7074188627931035,-0.7720147596616792,1,entropy,pi
0.7360221580344828,-0.7720257072682981,1,entropy,pi
0.7646254532758621,-0.8082644745655688,1,entropy,pi
0.7932287485172415,-0.8042562418216017,1,entropy,pi
0.8218320437586207,-0.8042562418216017,1,entropy,pi
0.850435339,-0.8030579389012695,1,entropy,pi
0.545949717,-0.6337617537953799,1,gfp,pi
0.5615342813793103,-0.6337617537953799,1,gfp,pi
0.5771188457586206,-0.6337617537953799,1,gfp,pi
0.5927034101379309,-0.6337617537953799,1,gfp,pi
0.6082879745172414,-0.6337617537953799,1,gfp,pi
0.6238725388965517,-0.6337617537953799,1,gfp,pi
0.639457103275862,-0.6382454320983669,1,gfp,pi
0.6550416676551724,-0.6382454320983669,1,gfp,pi
0.6706262320344827,-0.6382454320983669,1,gfp,pi
0.6862107964137931,-0.6387341546933439,1,gfp,pi
0.7017953607931035,-0.6387341546933439,1,gfp,pi
0.7173799251724138,-0.6387341546933439,1,gfp,pi
0.7329644895517241,-0.6387341546933439,1,gfp,pi
0.7485490539310344,-0.6354810743326704,1,gfp,pi
0.7641336183103449,-0.6415273702372863,1,gfp,pi
0.7797181826896551,-0.653755315717829,1,gfp,pi
0.7953027470689655,-0.7190502075393225,1,gfp,pi
0.8108873114482759,-0.7852616676671891,1,gfp,pi
0.8264718758275862,-0.7921801760414922,1,gfp,pi
0.8420564402068966,-0.7895097430281476,1,gfp,pi
0.8576410045862068,-0.7844814608218663,1,gfp,pi
0.8732255689655173,-0.7801321318856974,1,gfp,pi
0.8888101333448276,-0.8038813287906517,1,gfp,pi
0.9043946977241379,-0.8236660821165586,1,gfp,pi
0.9199792621034483,-0.8188061777923215,1,gfp,pi
0.9355638264827586,-0.8134631888037362,1,gfp,pi
0.951148390862069,-0.8071896908888994,1,gfp,pi
0.9667329552413793,-0.8169218340680069,1,gfp,pi
0.9823175196206897,-0.81773546956777,1,gfp,pi
0.997902084,-0.81773546956777,1,gfp,pi
0,-0.7986114679790597,1,vai,pi
0.5523927834482759,-0.7986114679790597,1,vai,pi
1.1047855668965518,-0.7986114679790597,1,vai,pi
1.6571783503448279,-0.7986114679790597,1,vai,pi
2.2095711337931037,-0.7911103135948222,1,vai,pi
2.7619639172413795,-0.7779464736467256,1,vai,pi
3.3143567006896557,-0.7791057353297905,1,vai,pi
3.8667494841379315,-0.7993203085995122,1,vai,pi
4.419142267586207,-0.8162154694591256,1,vai,pi
4.971535051034484,-0.8028698079127305,1,vai,pi
5.523927834482759,-0.8062824903126184,1,vai,pi
6.076320617931035,-0.7831020490140552,1,vai,pi
6.628713401379311,-0.7423536557456473,1,vai,pi
7.181106184827587,-0.7250480632750279,1,vai,pi
7.733498968275863,-0.6543522655044147,1,vai,pi
8.285891751724138,-0.5868362647878177,1,vai,pi
8.838284535172415,-0.36189007679497587,1,vai,pi
9.39067731862069,-0.3189154385714873,1,vai,pi
9.943070102068967,-0.312803270818801,1,vai,pi
10.495462885517242,-0.32419043481743337,1,vai,pi
11.047855668965518,-0.32564490207421337,1,vai,pi
11.600248452413794,-0.323722329345559,1,vai,pi
12.15264123586207,-0.2971884601451744,1,vai,pi
12.705034019310347,-0.3081328904873559,1,vai,pi
13.257426802758623,-0.30666954398744584,1,vai,pi
13.809819586206897,-0.30666954398744584,1,vai,pi
14.362212369655174,-0.30666954398744584,1,vai,pi
14.91460515310345,-0.30666954398744584,1,vai,pi
15.466997936551726,-0.30666954398744584,1,vai,pi
16.01939072,-0.30666954398744584,1,vai,pi
2,-0.6416005444664508,1,nspp_native,pi
6.586206896551724,-0.7103373933980799,1,nspp_native,pi
11.172413793103448,-0.7383209208370085,1,nspp_native,pi
15.758620689655173,-0.766150034651826,1,nspp_native,pi
20.344827586206897,-0.782949346002413,1,nspp_native,pi
24.93103448275862,-0.7998102708291904,1,nspp_native,pi
29.517241379310345,-0.7945602515848751,1,nspp_native,pi
34.10344827586207,-0.7933312847793188,1,nspp_native,pi
38.689655172413794,-0.8038813287906517,1,nspp_native,pi
43.275862068965516,-0.8143830221918076,1,nspp_native,pi
47.86206896551724,-0.8422329077673314,1,nspp_native,pi
52.44827586206897,-0.8713967105861307,1,nspp_native,pi
57.03448275862069,-0.872242388835307,1,nspp_native,pi
61.62068965517241,-0.872242388835307,1,nspp_native,pi
66.20689655172414,-0.8551671121242401,1,nspp_native,pi
70.79310344827586,-0.8552854482075325,1,nspp_native,pi
75.37931034482759,-0.8525218666816055,1,nspp_native,pi
79.96551724137932,-0.8157475100477104,1,nspp_native,pi
84.55172413793103,-0.812830378778806,1,nspp_native,pi
89.13793103448276,-0.8031881379321938,1,nspp_native,pi
93.72413793103448,-0.7716973466217631,1,nspp_native,pi
98.3103448275862,-0.7615821531509896,1,nspp_native,pi
102.89655172413794,-0.7576630929836404,1,nspp_native,pi
107.48275862068965,-0.7603005688803657,1,nspp_native,pi
112.06896551724138,-0.7597346446849021,1,nspp_native,pi
116.65517241379311,-0.7385831315477344,1,nspp_native,pi
121.24137931034483,-0.7385831315477344,1,nspp_native,pi
125.82758620689656,-0.7336418802323426,1,nspp_native,pi
130.41379310344828,-0.7336418802323426,1,nspp_native,pi
135,-0.7336418802323426,1,nspp_native,pi
0.01280794,-0.6325241356762902,1,shannon_native,pi
0.146724155,-0.6601368776878734,1,shannon_native,pi
0.28064037000000003,-0.6661694366169595,1,shannon_native,pi
0.41455658500000003,-0.780586802359903,1,shannon_native,pi
0.5484728,-0.7852505294934977,1,shannon_native,pi
0.6823890149999999,-0.7831742465183658,1,shannon_native,pi
0.81630523,-0.7831742465183658,1,shannon_native,pi
0.950221445,-0.7788323229151275,1,shannon_native,pi
1.0841376600000001,-0.7929036330539494,1,shannon_native,pi
1.218053875,-0.7829669284307742,1,shannon_native,pi
1.35197009,-0.7765806097136658,1,shannon_native,pi
1.4858863050000002,-0.7724290524060375,1,shannon_native,pi
1.6198025200000001,-0.7876583011272847,1,shannon_native,pi
1.753718735,-0.7879712193889593,1,shannon_native,pi
1.8876349500000003,-0.7935076676640642,1,shannon_native,pi
2.021551165,-0.8123385645688872,1,shannon_native,pi
2.15546738,-0.8088445812742532,1,shannon_native,pi
2.2893835950000003,-0.798261074421807,1,shannon_native,pi
2.42329981,-0.8038813287906517,1,shannon_native,pi
2.5572160250000002,-0.7989431223935091,1,shannon_native,pi
2.69113224,-0.7948149320436795,1,shannon_native,pi
2.825048455,-0.8177829591834284,1,shannon_native,pi
2.9589646700000003,-0.822143624772131,1,shannon_native,pi
3.092880885,-0.834455922176933,1,shannon_native,pi
3.2267971,-0.7999541040379683,1,shannon_native,pi
3.3607133150000004,-0.7819330290573422,1,shannon_native,pi
3.49462953,-0.743786642787741,1,shannon_native,pi
3.6285457450000003,-0.7315794467512259,1,shannon_native,pi
3.7624619600000004,-0.7315794467512259,1,shannon_native,pi
3.896378175,-0.7142965525204796,1,shannon_native,pi
0,-0.7419769378511425,1,folded_aspect,pi
6.206896551724138,-0.7788277208468832,1,folded_aspect,pi
12.413793103448276,-0.783480699050926,1,folded_aspect,pi
18.620689655172413,-0.7834066207052697,1,folded_aspect,pi
24.82758620689655,-0.7869798223508253,1,folded_aspect,pi
31.03448275862069,-0.8053430253553578,1,folded_aspect,pi
37.241379310344826,-0.8200368794123973,1,folded_aspect,pi
43.44827586206897,-0.8143425024499206,1,folded_aspect,pi
49.6551724137931,-0.8178963650505788,1,folded_aspect,pi
55.86206896551724,-0.8121913721600248,1,folded_aspect,pi
62.06896551724138,-0.8038813287906517,1,folded_aspect,pi
68.27586206896552,-0.8072852496693469,1,folded_aspect,pi
74.48275862068965,-0.8048808784576911,1,folded_aspect,pi
80.6896551724138,-0.810718163791796,1,folded_aspect,pi
86.89655172413794,-0.814112932247528,1,folded_aspect,pi
93.10344827586206,-0.817767452035953,1,folded_aspect,pi
99.3103448275862,-0.8230098697107786,1,folded_aspect,pi
105.51724137931035,-0.8240647814450976,1,folded_aspect,pi
111.72413793103448,-0.8269441498812307,1,folded_aspect,pi
117.93103448275862,-0.8294211697135774,1,folded_aspect,pi
124.13793103448276,-0.8244754322629164,1,folded_aspect,pi
130.3448275862069,-0.8127649131498852,1,folded_aspect,pi
136.55172413793105,-0.8060563388218067,1,folded_aspect,pi
142.75862068965517,-0.7861132914969078,1,folded_aspect,pi
148.9655172413793,-0.7753912471026247,1,folded_aspect,pi
155.17241379310346,-0.7828355327000209,1,folded_aspect,pi
161.3793103448276,-0.7728234760408955,1,folded_aspect,pi
167.58620689655172,-0.7697464829365226,1,folded_aspect,pi
173.79310344827587,-0.769750121418943,1,folded_aspect,pi
180,-0.7855364608034485,1,folded_aspect,pi
0.69,-1.0250680772969472,1,minelev,pi
118.6,-0.7901886156987143,1,minelev,pi
236.51,-0.764762387506876,1,minelev,pi
354.42,-0.8044409125202071,1,minelev,pi
472.33,-0.7450988236599028,1,minelev,pi
590.24,-0.6447238845566694,1,minelev,pi
708.1500000000001,-0.5517472202026228,1,minelev,pi
826.0600000000001,-0.5243877247162134,1,minelev,pi
943.97,-0.524021545186279,1,minelev,pi
1061.88,-0.5236747571612095,1,minelev,pi
1179.79,-0.522049695824836,1,minelev,pi
1297.7,-0.5079962948510273,1,minelev,pi
1415.6100000000001,-0.28398516800155116,1,minelev,pi
1533.52,-0.28398516800155116,1,minelev,pi
1651.43,-0.28398516800155116,1,minelev,pi
1769.34,-0.23392970849461558,1,minelev,pi
1887.25,-0.23392970849461558,1,minelev,pi
2005.16,-0.23392970849461558,1,minelev,pi
2123.07,-0.23392970849461558,1,minelev,pi
2240.98,-0.23392970849461558,1,minelev,pi
2358.89,-0.23392970849461558,1,minelev,pi
2476.8,-0.23392970849461558,1,minelev,pi
2594.71,-0.23392970849461558,1,minelev,pi
2712.62,-0.23364819906204204,1,minelev,pi
2830.53,-0.2341174016795815,1,minelev,pi
2948.44,-0.2339766302727756,1,minelev,pi
3066.35,-0.2339766302727756,1,minelev,pi
3184.2599999999998,-0.23256941602722203,1,minelev,pi
3302.17,-0.23256941602722203,1,minelev,pi
3420.08,-0.23256941602722203,1,minelev,pi
0,-0.7971118688627108,1,slope,pi
0.9310344827586207,-0.7700521751784836,1,slope,pi
1.8620689655172413,-0.7978910240816686,1,slope,pi
2.793103448275862,-0.8074400807923692,1,slope,pi
3.7241379310344827,-0.8030636405760057,1,slope,pi
4.655172413793103,-0.8090342187070975,1,slope,pi
5.586206896551724,-0.8316734476919598,1,slope,pi
6.517241379310344,-0.843656135916449,1,slope,pi
7.448275862068965,-0.8583618596447102,1,slope,pi
8.379310344827585,-0.8481355444509562,1,slope,pi
9.310344827586206,-0.8271973668307879,1,slope,pi
10.241379310344827,-0.8176240262828418,1,slope,pi
11.172413793103448,-0.815794872699288,1,slope,pi
12.10344827586207,-0.815794872699288,1,slope,pi
13.034482758620689,-0.8145055595996533,1,slope,pi
13.96551724137931,-0.8136954503354097,1,slope,pi
14.89655172413793,-0.8124819367554963,1,slope,pi
15.827586206896552,-0.8124819367554963,1,slope,pi
16.75862068965517,-0.8149109452328149,1,slope,pi
17.689655172413794,-0.8149109452328149,1,slope,pi
18.620689655172413,-0.8149109452328149,1,slope,pi
