value,yhat,rep,name,response
0.126344828,-0.8449735229391968,1,mean.max.canopy.ht,pi
1.705778793241379,-0.8374092513153799,1,mean.max.canopy.ht,pi
3.2852127584827584,-0.8379648917009002,1,mean.max.canopy.ht,pi
4.864646723724137,-0.8399399390452336,1,mean.max.canopy.ht,pi
6.444080688965516,-0.8399399390452336,1,mean.max.canopy.ht,pi
8.023514654206895,-0.7998481190101776,1,mean.max.canopy.ht,pi
9.602948619448275,-0.8201029891160176,1,mean.max.canopy.ht,pi
11.182382584689655,-0.8201360461809146,1,mean.max.canopy.ht,pi
12.761816549931034,-0.8038813287906517,1,mean.max.canopy.ht,pi
14.341250515172412,-0.7648365014858634,1,mean.max.canopy.ht,pi
15.920684480413792,-0.7474512229721177,1,mean.max.canopy.ht,pi
17.500118445655172,-0.7381374247194458,1,mean.max.canopy.ht,pi
19.07955241089655,-0.7330921305021368,1,mean.max.canopy.ht,pi
20.65898637613793,-0.7209328070937121,1,mean.max.canopy.ht,pi
22.23842034137931,-0.7228335085668292,1,mean.max.canopy.ht,pi
23.81785430662069,-0.7269360892561466,1,mean.max.canopy.ht,pi
25.397288271862067,-0.7223896118818397,1,mean.max.canopy.ht,pi
26.976722237103445,-0.7092500592015963,1,mean.max.canopy.ht,pi
28.556156202344823,-0.6944146788278192,1,mean.max.canopy.ht,pi
30.135590167586205,-0.698353586159907,1,mean.max.canopy.ht,pi
31.715024132827583,-0.6993574839329557,1,mean.max.canopy.ht,pi
33.294458098068965,-0.7005944673944644,1,mean.max.canopy.ht,pi
34.87389206331034,-0.7048094275127706,1,mean.max.canopy.ht,pi
36.45332602855172,-0.7078081308892217,1,mean.max.canopy.ht,pi
38.0327599937931,-0.7078081308892217,1,mean.max.canopy.ht,pi
39.61219395903448,-0.7078081308892217,1,mean.max.canopy.ht,pi
41.191627924275856,-0.7078081308892217,1,mean.max.canopy.ht,pi
42.771061889517235,-0.7078081308892217,1,mean.max.canopy.ht,pi
44.35049585475862,-0.7078081308892217,1,mean.max.canopy.ht,pi
45.92992982,-0.7078081308892217,1,mean.max.canopy.ht,pi
1.019987687,-0.8171019193566631,1,rumple,pi
1.2562601541724139,-0.7923028901792415,1,rumple,pi
1.4925326213448276,-0.7793552977569231,1,rumple,pi
1.7288050885172415,-0.7959465245248819,1,rumple,pi
1.9650775556896551,-0.8016813013596739,1,rumple,pi
2.2013500228620693,-0.8020797921863672,1,rumple,pi
2.437622490034483,-0.8014878248508917,1,rumple,pi
2.6738949572068966,-0.7963278661481206,1,rumple,pi
2.9101674243793108,-0.8000951251045071,1,rumple,pi
3.1464398915517244,-0.7781919804770884,1,rumple,pi
3.382712358724138,-0.7607554024355754,1,rumple,pi
3.618984825896552,-0.7331468280028204,1,rumple,pi
3.855257293068966,-0.727695472976285,1,rumple,pi
4.09152976024138,-0.7171574961052729,1,rumple,pi
4.327802227413793,-0.7105467592068652,1,rumple,pi
4.564074694586207,-0.711484497192266,1,rumple,pi
4.800347161758621,-0.7046090639632816,1,rumple,pi
5.036619628931035,-0.7040225054639712,1,rumple,pi
5.272892096103449,-0.701703824041888,1,rumple,pi
5.509164563275862,-0.6955870946671959,1,rumple,pi
5.745437030448276,-0.6816622070676157,1,rumple,pi
5.98170949762069,-0.6789510379721784,1,rumple,pi
6.217981964793104,-0.6784390905144376,1,rumple,pi
6.454254431965518,-0.6787462218327454,1,rumple,pi
6.690526899137932,-0.6787462218327454,1,rumple,pi
6.926799366310345,-0.6726246203869749,1,rumple,pi
7.163071833482759,-0.6726246203869749,1,rumple,pi
7.399344300655173,-0.6726246203869749,1,rumple,pi
7.635616767827587,-0.6726246203869749,1,rumple,pi
7.871889235,-0.6726246203869749,1,rumple,pi
310.5000305175781,-0.7955079842625433,1,map,pi
400.7018579943427,-0.7955079842625433,1,map,pi
490.9036854711072,-0.7978825301596384,1,map,pi
581.1055129478718,-0.8956280823208933,1,map,pi
671.3073404246363,-1.0063208040050806,1,map,pi
761.5091679014008,-1.0060003260462063,1,map,pi
851.7109953781654,-1.2423941457586885,1,map,pi
941.91282285493,-1.10140807065008,1,map,pi
1032.1146503316945,-1.120243045660269,1,map,pi
1122.316477808459,-1.1143591372805395,1,map,pi
1212.5183052852235,-0.8038813287906517,1,map,pi
1302.7201327619882,-0.6234528302533617,1,map,pi
1392.9219602387527,-0.6478810855721744,1,map,pi
1483.1237877155172,-0.49336495425050386,1,map,pi
1573.325615192282,-0.4723423514256153,1,map,pi
1663.5274426690464,-0.47032307624904257,1,map,pi
1753.729270145811,-0.47032307624904257,1,map,pi
1843.9310976225754,-0.4711487104815858,1,map,pi
1934.13292509934,-0.4711487104815858,1,map,pi
2024.3347525761046,-0.5572602176683058,1,map,pi
2114.536580052869,-0.5904152303366672,1,map,pi
2204.7384075296336,-0.598486835182545,1,map,pi
2294.9402350063983,-0.6003594454417833,1,map,pi
2385.1420624831626,-0.6003594454417833,1,map,pi
2475.3438899599273,-0.6003594454417833,1,map,pi
2565.545717436692,-0.6003594454417833,1,map,pi
2655.7475449134563,-0.6003594454417833,1,map,pi
2745.949372390221,-0.6003594454417833,1,map,pi
2836.1511998669857,-0.6003594454417833,1,map,pi
2926.35302734375,-0.6003594454417833,1,map,pi
2.8033335208892822,-0.27461888587897365,1,mat,pi
3.6401151130939353,-0.27461888587897365,1,mat,pi
4.476896705298588,-0.27461888587897365,1,mat,pi
5.313678297503241,-0.27461888587897365,1,mat,pi
6.150459889707895,-0.27461888587897365,1,mat,pi
6.987241481912547,-0.29529735315835204,1,mat,pi
7.8240230741172,-0.2970741737072613,1,mat,pi
8.660804666321853,-0.30290205289146543,1,mat,pi
9.497586258526507,-0.30436213395476086,1,mat,pi
10.334367850731159,-0.6533765122856604,1,mat,pi
11.171149442935812,-0.6472078393036517,1,mat,pi
12.007931035140466,-0.6452357481528348,1,mat,pi
12.844712627345118,-0.6457283561657226,1,mat,pi
13.681494219549771,-0.6409989830922276,1,mat,pi
14.518275811754425,-0.7121627039213948,1,mat,pi
15.355057403959076,-0.761116941706794,1,mat,pi
16.19183899616373,-0.7645247281883149,1,mat,pi
17.028620588368383,-0.7955371496418457,1,mat,pi
17.865402180573035,-0.7967235350013556,1,mat,pi
18.702183772777687,-0.743032023526803,1,mat,pi
19.538965364982342,-0.7217687368392677,1,mat,pi
20.375746957186994,-0.7327492710451557,1,mat,pi
21.21252854939165,-0.7310016689721004,1,mat,pi
22.0493101415963,-0.73107440967164,1,mat,pi
22.886091733800953,-0.7120341227501349,1,mat,pi
23.722873326005608,-0.7120341227501349,1,mat,pi
24.55965491821026,-0.7077475445540313,1,mat,pi
25.39643651041491,-0.6279969648390866,1,mat,pi
26.233218102619567,-0.547101870907254,1,mat,pi
27.06999969482422,-0.41335539473420546,1,mat,pi
0.047619048,-0.8030978515334576,1,deepgap.fraction,pi
0.059770115310344825,-0.8108545031591663,1,deepgap.fraction,pi
0.07192118262068965,-0.8144930154731799,1,deepgap.fraction,pi
0.08407224993103449,-0.819372221518539,1,deepgap.fraction,pi
0.09622331724137931,-0.819372221518539,1,deepgap.fraction,pi
0.10837438455172413,-0.8062824903126184,1,deepgap.fraction,pi
0.12052545186206896,-0.8055956590234891,1,deepgap.fraction,pi
0.1326765191724138,-0.8015617952851992,1,deepgap.fraction,pi
0.14482758648275862,-0.6931984387501394,1,deepgap.fraction,pi
0.15697865379310344,-0.6756394202800408,1,deepgap.fraction,pi
0.16912972110344826,-0.6467488545998195,1,deepgap.fraction,pi
0.1812807884137931,-0.6418294476795325,1,deepgap.fraction,pi
0.19343185572413793,-0.6418294476795325,1,deepgap.fraction,pi
0.20558292303448275,-0.6418294476795325,1,deepgap.fraction,pi
0.2177339903448276,-0.6418294476795325,1,deepgap.fraction,pi
0.22988505765517242,-0.6418294476795325,1,deepgap.fraction,pi
0.24203612496551724,-0.6418294476795325,1,deepgap.fraction,pi
0.25418719227586206,-0.6418294476795325,1,deepgap.fraction,pi
0.2663382595862069,-0.6418294476795325,1,deepgap.fraction,pi
0.2784893268965517,-0.6437939143992133,1,deepgap.fraction,pi
0.2906403942068966,-0.6437939143992133,1,deepgap.fraction,pi
0.3027914615172414,-0.6457627708481811,1,deepgap.fraction,pi
0.3149425288275862,-0.6457627708481811,1,deepgap.fraction,pi
0.32709359613793104,-0.6457627708481811,1,deepgap.fraction,pi
0.33924466344827586,-0.6457627708481811,1,deepgap.fraction,pi
0.3513957307586207,-0.6457627708481811,1,deepgap.fraction,pi
0.3635467980689655,-0.6457627708481811,1,deepgap.fraction,pi
0.3756978653793103,-0.6457627708481811,1,deepgap.fraction,pi
0.3878489326896552,-0.6457627708481811,1,deepgap.fraction,pi
0.4,-0.6457627708481811,1,deepgap.fraction,pi
29.68216,0.03392729719198673,1,latitude,pi
30.906949965517242,-0.007637714648660587,1,latitude,pi
32.13173993103448,-0.08808211556626755,1,latitude,pi
33.35652989655173,-0.05956452370200982,1,latitude,pi
34.581319862068966,-0.16524984137114773,1,latitude,pi
35.806109827586205,-0.31502265372773275,1,latitude,pi
37.03089979310345,-0.7576039864406641,1,latitude,pi
38.25568975862069,-1.211958915147113,1,latitude,pi
39.480479724137936,-1.211958915147113,1,latitude,pi
40.705269689655175,-1.1976624335345811,1,latitude,pi
41.930059655172414,-1.1976624335345811,1,latitude,pi
43.15484962068966,-1.1469884840433104,1,latitude,pi
44.3796395862069,-1.2683146351443582,1,latitude,pi
45.60442955172414,-1.2987727042436437,1,latitude,pi
46.829219517241384,-1.2942678764494222,1,latitude,pi
48.05400948275862,-1.2942678764494222,1,latitude,pi
49.27879944827586,-1.2942678764494222,1,latitude,pi
50.50358941379311,-1.2942678764494222,1,latitude,pi
51.728379379310354,-1.2942678764494222,1,latitude,pi
52.953169344827586,-1.2942678764494222,1,latitude,pi
54.17795931034483,-1.2942678764494222,1,latitude,pi
55.40274927586208,-1.0369970819692125,1,latitude,pi
56.62753924137931,-1.033645078322674,1,latitude,pi
57.852329206896556,-1.033645078322674,1,latitude,pi
59.0771191724138,-1.033645078322674,1,latitude,pi
60.30190913793104,-1.033645078322674,1,latitude,pi
61.52669910344828,-1.033645078322674,1,latitude,pi
62.751489068965526,-1.033645078322674,1,latitude,pi
63.97627903448276,-1.033645078322674,1,latitude,pi
65.201069,-1.033645078322674,1,latitude,pi
-2.0562500953674316,-0.08704830296680732,1,tmax,pi
-1.2646552776468212,-0.08704830296680732,1,tmax,pi
-0.4730604599262107,-0.08704830296680732,1,tmax,pi
0.3185343577944,-0.08704830296680732,1,tmax,pi
1.1101291755150102,-0.08704830296680732,1,tmax,pi
