value,yhat,variable,response,Type
28.319799999999997,0.49151352843225954,slope,Exotic Dominance,Site
28.978399999999997,0.49811154463814655,slope,Exotic Dominance,Site
29.636999999999997,0.49811154463814655,slope,Exotic Dominance,Site
30.295599999999997,0.46422617775670655,slope,Exotic Dominance,Site
30.954199999999997,0.46422617775670655,slope,Exotic Dominance,Site
31.6128,0.46422617775670655,slope,Exotic Dominance,Site
32.2714,0.46422617775670655,slope,Exotic Dominance,Site
32.93,0.46422617775670655,slope,Exotic Dominance,Site
0,-0.2568050888028258,folded_aspect,Exotic Dominance,Site
3.6,-0.3081064273744668,folded_aspect,Exotic Dominance,Site
7.2,-0.3354888796464127,folded_aspect,Exotic Dominance,Site
10.8,-0.34790862583576304,folded_aspect,Exotic Dominance,Site
14.4,-0.3501574122054875,folded_aspect,Exotic Dominance,Site
18,-0.37072893241013316,folded_aspect,Exotic Dominance,Site
21.6,-0.37840187415895127,folded_aspect,Exotic Dominance,Site
25.2,-0.3840011325440023,folded_aspect,Exotic Dominance,Site
28.8,-0.38724465809427905,folded_aspect,Exotic Dominance,Site
32.4,-0.38648044420140654,folded_aspect,Exotic Dominance,Site
36,-0.3856461720183976,folded_aspect,Exotic Dominance,Site
39.6,-0.3120453514670118,folded_aspect,Exotic Dominance,Site
43.2,-0.3942663452918556,folded_aspect,Exotic Dominance,Site
46.800000000000004,-0.4077256719611963,folded_aspect,Exotic Dominance,Site
50.4,-0.40510519388102784,folded_aspect,Exotic Dominance,Site
54,-0.4069483188030122,folded_aspect,Exotic Dominance,Site
57.6,-0.40982336169019234,folded_aspect,Exotic Dominance,Site
61.2,-0.4102396446340365,folded_aspect,Exotic Dominance,Site
64.8,-0.40912663457307874,folded_aspect,Exotic Dominance,Site
68.4,-0.39392325271212913,folded_aspect,Exotic Dominance,Site
72,-0.38853122859971206,folded_aspect,Exotic Dominance,Site
75.60000000000001,-0.38254360963893025,folded_aspect,Exotic Dominance,Site
79.2,-0.38487640384341637,folded_aspect,Exotic Dominance,Site
82.8,-0.3775705977298812,folded_aspect,Exotic Dominance,Site
86.4,-0.40201858473428903,folded_aspect,Exotic Dominance,Site
90,-0.4070738236502053,folded_aspect,Exotic Dominance,Site
93.60000000000001,-0.40869634721925047,folded_aspect,Exotic Dominance,Site
97.2,-0.41498159127552325,folded_aspect,Exotic Dominance,Site
100.8,-0.417637530316425,folded_aspect,Exotic Dominance,Site
104.4,-0.4093890728157487,folded_aspect,Exotic Dominance,Site
108,-0.4113760998075929,folded_aspect,Exotic Dominance,Site
111.60000000000001,-0.41020185718844615,folded_aspect,Exotic Dominance,Site
115.2,-0.4099458486637193,folded_aspect,Exotic Dominance,Site
118.8,-0.4106274382770102,folded_aspect,Exotic Dominance,Site
122.4,-0.4100117442557789,folded_aspect,Exotic Dominance,Site
126,-0.4166790424743528,folded_aspect,Exotic Dominance,Site
129.6,-0.41678122335092543,folded_aspect,Exotic Dominance,Site
133.20000000000002,-0.4138040748796016,folded_aspect,Exotic Dominance,Site
136.8,-0.41576827403074484,folded_aspect,Exotic Dominance,Site
140.4,-0.4151362671947654,folded_aspect,Exotic Dominance,Site
144,-0.4150109833391364,folded_aspect,Exotic Dominance,Site
147.6,-0.4138288966053472,folded_aspect,Exotic Dominance,Site
151.20000000000002,-0.4114728216141105,folded_aspect,Exotic Dominance,Site
154.8,-0.41012642037395164,folded_aspect,Exotic Dominance,Site
158.4,-0.4086611559156987,folded_aspect,Exotic Dominance,Site
162,-0.40681634769126196,folded_aspect,Exotic Dominance,Site
165.6,-0.4049270412845626,folded_aspect,Exotic Dominance,Site
169.20000000000002,-0.4051053450756365,folded_aspect,Exotic Dominance,Site
172.8,-0.4022670494087197,folded_aspect,Exotic Dominance,Site
176.4,-0.39601875651577506,folded_aspect,Exotic Dominance,Site
180,-0.36335825082203854,folded_aspect,Exotic Dominance,Site
5.699999809265137,-1.2257362553247144,vpdmx,Native Alpha Diversity,Climate
6.114399814605713,-1.2257362553247144,vpdmx,Native Alpha Diversity,Climate
6.528799819946289,-1.2751326425832308,vpdmx,Native Alpha Diversity,Climate
6.943199825286865,-1.3262714101872017,vpdmx,Native Alpha Diversity,Climate
7.357599830627441,-1.3546822182249936,vpdmx,Native Alpha Diversity,Climate
7.771999835968018,-1.336082762717305,vpdmx,Native Alpha Diversity,Climate
8.186399841308594,-0.5106628287949794,vpdmx,Native Alpha Diversity,Climate
8.60079984664917,-0.14296943002227105,vpdmx,Native Alpha Diversity,Climate
9.015199851989745,-0.11972009934887116,vpdmx,Native Alpha Diversity,Climate
9.429599857330322,-0.17119098260068163,vpdmx,Native Alpha Diversity,Climate
9.843999862670898,-0.05162568783006695,vpdmx,Native Alpha Diversity,Climate
10.258399868011475,0.001470832169960306,vpdmx,Native Alpha Diversity,Climate
10.672799873352051,0.06738528969438147,vpdmx,Native Alpha Diversity,Climate
11.087199878692626,-5.683503442178103e-4,vpdmx,Native Alpha Diversity,Climate
11.501599884033205,0.05997544070841174,vpdmx,Native Alpha Diversity,Climate
11.91599988937378,0.17608861164038014,vpdmx,Native Alpha Diversity,Climate
12.330399894714356,0.21954480460618267,vpdmx,Native Alpha Diversity,Climate
12.744799900054932,0.26260264618251367,vpdmx,Native Alpha Diversity,Climate
13.159199905395507,0.42428323724670464,vpdmx,Native Alpha Diversity,Climate
13.573599910736085,1.2961049672759757,vpdmx,Native Alpha Diversity,Climate
13.98799991607666,1.2749717610286082,vpdmx,Native Alpha Diversity,Climate
14.402399921417237,1.296373007729642,vpdmx,Native Alpha Diversity,Climate
14.816799926757813,1.289135638258835,vpdmx,Native Alpha Diversity,Climate
15.23119993209839,1.2830127947268348,vpdmx,Native Alpha Diversity,Climate
15.645599937438966,1.2660394236994228,vpdmx,Native Alpha Diversity,Climate
16.05999994277954,1.2409416282672132,vpdmx,Native Alpha Diversity,Climate
16.474399948120116,1.2252889324250515,vpdmx,Native Alpha Diversity,Climate
16.888799953460694,1.2229268042210637,vpdmx,Native Alpha Diversity,Climate
17.303199958801272,0.8327435786479036,vpdmx,Native Alpha Diversity,Climate
17.717599964141847,0.8124104751614758,vpdmx,Native Alpha Diversity,Climate
18.131999969482422,0.2504155495761134,vpdmx,Native Alpha Diversity,Climate
18.546399974822997,0.2286322671436955,vpdmx,Native Alpha Diversity,Climate
18.960799980163575,0.2751137888251643,vpdmx,Native Alpha Diversity,Climate
19.375199985504153,0.20069569088564862,vpdmx,Native Alpha Diversity,Climate
19.789599990844728,0.24634911784903094,vpdmx,Native Alpha Diversity,Climate
20.203999996185303,-0.46983650845465685,vpdmx,Native Alpha Diversity,Climate
20.618400001525877,-0.47277208762342177,vpdmx,Native Alpha Diversity,Climate
21.032800006866456,-0.4810015242378791,vpdmx,Native Alpha Diversity,Climate
21.447200012207034,-0.48100406791814154,vpdmx,Native Alpha Diversity,Climate
21.86160001754761,-0.4806252496333624,vpdmx,Native Alpha Diversity,Climate
22.276000022888184,-0.4761855404531822,vpdmx,Native Alpha Diversity,Climate
22.690400028228762,-0.4725461474413345,vpdmx,Native Alpha Diversity,Climate
23.104800033569337,-0.467700950579717,vpdmx,Native Alpha Diversity,Climate
23.51920003890991,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
23.93360004425049,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
24.348000049591064,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
24.762400054931643,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
25.176800060272218,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
25.591200065612796,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
26.00560007095337,-0.5405945623195989,vpdmx,Native Alpha Diversity,Climate
26.420000076293945,-0.545902650366861,vpdmx,Native Alpha Diversity,Climate
310.92999267578125,-1.1366480966160588,MAP,Native Alpha Diversity,Climate
374.0936291503906,-1.1359715707805211,MAP,Native Alpha Diversity,Climate
437.257265625,-1.0868158240415704,MAP,Native Alpha Diversity,Climate
500.4209020996094,-1.08726505887356,MAP,Native Alpha Diversity,Climate
563.5845385742188,-1.0809346169990857,MAP,Native Alpha Diversity,Climate
626.7481750488281,-1.1392458709773443,MAP,Native Alpha Diversity,Climate
689.9118115234376,-1.1025389823344196,MAP,Native Alpha Diversity,Climate
753.0754479980469,-1.1042994678045588,MAP,Native Alpha Diversity,Climate
816.2390844726563,-1.403226151003392,MAP,Native Alpha Diversity,Climate
879.4027209472656,-0.9402734997292654,MAP,Native Alpha Diversity,Climate
942.566357421875,0.20091589613953914,MAP,Native Alpha Diversity,Climate
1005.7299938964844,0.28013043214255046,MAP,Native Alpha Diversity,Climate
1068.8936303710939,0.26162469626585855,MAP,Native Alpha Diversity,Climate
1132.057266845703,0.15222886209768513,MAP,Native Alpha Diversity,Climate
1195.2209033203126,0.2220124497634154,MAP,Native Alpha Diversity,Climate
1258.384539794922,0.32435856862870865,MAP,Native Alpha Diversity,Climate
1321.5481762695313,-0.4583160500282937,MAP,Native Alpha Diversity,Climate
1384.7118127441406,-0.22328944387280777,MAP,Native Alpha Diversity,Climate
1447.87544921875,-0.1257162732879318,MAP,Native Alpha Diversity,Climate
1511.0390856933593,-0.14325292433330253,MAP,Native Alpha Diversity,Climate
1574.2027221679687,-0.16652314484578587,MAP,Native Alpha Diversity,Climate
1637.3663586425782,-0.27381297662782644,MAP,Native Alpha Diversity,Climate
1700.5299951171876,-0.43300771569342383,MAP,Native Alpha Diversity,Climate
1763.693631591797,-0.4442445317177395,MAP,Native Alpha Diversity,Climate
1826.8572680664063,-0.45020794331904657,MAP,Native Alpha Diversity,Climate
1890.0209045410156,-0.45710921034300755,MAP,Native Alpha Diversity,Climate
1953.184541015625,-0.46773056537028457,MAP,Native Alpha Diversity,Climate
2016.3481774902343,-0.5492696852868626,MAP,Native Alpha Diversity,Climate
2079.511813964844,-0.5482810855430406,MAP,Native Alpha Diversity,Climate
2142.675450439453,-0.5483436378364601,MAP,Native Alpha Diversity,Climate
2205.8390869140626,-0.5487077735470248,MAP,Native Alpha Diversity,Climate
2269.002723388672,-0.5486807854997057,MAP,Native Alpha Diversity,Climate
2332.1663598632813,-0.539166488361598,MAP,Native Alpha Diversity,Climate
2395.329996337891,-0.44837310627055205,MAP,Native Alpha Diversity,Climate
2458.4936328125,-0.42760059057350364,MAP,Native Alpha Diversity,Climate
2521.6572692871096,-0.39927214772192055,MAP,Native Alpha Diversity,Climate
2584.8209057617187,-0.436709365095009,MAP,Native Alpha Diversity,Climate
2647.9845422363283,-0.34847536999615275,MAP,Native Alpha Diversity,Climate
2711.1481787109374,-0.29130332596306424,MAP,Native Alpha Diversity,Climate
2774.311815185547,-0.2833533981232374,MAP,Native Alpha Diversity,Climate
2837.475451660156,-0.29389905646438014,MAP,Native Alpha Diversity,Climate
2900.6390881347656,-0.3004700372866798,MAP,Native Alpha Diversity,Climate
2963.802724609375,-0.2952832971622474,MAP,Native Alpha Diversity,Climate
3026.9663610839843,-0.2953124191441157,MAP,Native Alpha Diversity,Climate
3090.129997558594,-0.2956112382340302,MAP,Native Alpha Diversity,Climate
3153.293634033203,-0.2976099937369324,MAP,Native Alpha Diversity,Climate
3216.4572705078126,-0.2968872028722999,MAP,Native Alpha Diversity,Climate
3279.6209069824217,-0.2968872028722999,MAP,Native Alpha Diversity,Climate
3342.7845434570313,-0.2968872028722999,MAP,Native Alpha Diversity,Climate
3405.948179931641,-0.2968872028722999,MAP,Native Alpha Diversity,Climate
3469.11181640625,-0.2968872028722999,MAP,Native Alpha Diversity,Climate
0.0945625,0.36768597230039435,mean.max.canopy.ht,Native Alpha Diversity,Structure
1.1324981888,0.31537644612120797,mean.max.canopy.ht,Native Alpha Diversity,Structure
2.1704338776,0.4043705508848327,mean.max.canopy.ht,Native Alpha Diversity,Structure
3.2083695663999996,0.12902336961807256,mean.max.canopy.ht,Native Alpha Diversity,Structure
4.2463052552,0.14882080112049503,mean.max.canopy.ht,Native Alpha Diversity,Structure
5.284240944,0.23519374101959134,mean.max.canopy.ht,Native Alpha Diversity,Structure
6.3221766328,0.4114395492906267,mean.max.canopy.ht,Native Alpha Diversity,Structure
7.3601123216,0.606033381598267,mean.max.canopy.ht,Native Alpha Diversity,Structure
8.3980480104,0.8254719599948105,mean.max.canopy.ht,Native Alpha Diversity,Structure
9.4359836992,1.0682839508246629,mean.max.canopy.ht,Native Alpha Diversity,Structure
10.473919388,0.9258665485119177,mean.max.canopy.ht,Native Alpha Diversity,Structure
11.5118550768,0.8242332947591078,mean.max.canopy.ht,Native Alpha Diversity,Structure
12.5497907656,0.7891066947924328,mean.max.canopy.ht,Native Alpha Diversity,Structure
13.5877264544,0.7513507140662538,mean.max.canopy.ht,Native Alpha Diversity,Structure
14.6256621432,0.7471538639166814,mean.max.canopy.ht,Native Alpha Diversity,Structure
15.663597832,0.6858735919276524,mean.max.canopy.ht,Native Alpha Diversity,Structure
16.701533520799998,0.4477864757621555,mean.max.canopy.ht,Native Alpha Diversity,Structure
17.7394692096,0.24782418820574098,mean.max.canopy.ht,Native Alpha Diversity,Structure
18.777404898399997,-0.03027492512289762,mean.max.canopy.ht,Native Alpha Diversity,Structure
19.815340587199998,-0.11369721788028678,mean.max.canopy.ht,Native Alpha Diversity,Structure
20.853276276,0.014412391373567687,mean.max.canopy.ht,Native Alpha Diversity,Structure
21.891211964799997,0.2512166761387696,mean.max.canopy.ht,Native Alpha Diversity,Structure
22.929147653599998,0.25557719027737436,mean.max.canopy.ht,Native Alpha Diversity,Structure
23.9670833424,0.3109940327514932,mean.max.canopy.ht,Native Alpha Diversity,Structure
25.005019031199996,0.1924791363483852,mean.max.canopy.ht,Native Alpha Diversity,Structure
26.042954719999997,0.1923825916228984,mean.max.canopy.ht,Native Alpha Diversity,Structure
27.0808904088,0.2118831021584433,mean.max.canopy.ht,Native Alpha Diversity,Structure
28.1188260976,0.24140836426777393,mean.max.canopy.ht,Native Alpha Diversity,Structure
29.156761786399997,0.2354125885528397,mean.max.canopy.ht,Native Alpha Diversity,Structure
30.194697475199998,0.24547372321496655,mean.max.canopy.ht,Native Alpha Diversity,Structure
31.232633164,0.25363006387359716,mean.max.canopy.ht,Native Alpha Diversity,Structure
32.270568852800004,0.25805054609540995,mean.max.canopy.ht,Native Alpha Diversity,Structure
33.3085045416,0.27032616366686885,mean.max.canopy.ht,Native Alpha Diversity,Structure
34.3464402304,0.23789941028928713,mean.max.canopy.ht,Native Alpha Diversity,Structure
35.384375919200004,0.2046542809292768,mean.max.canopy.ht,Native Alpha Diversity,Structure
36.422311608,0.18761840459363324,mean.max.canopy.ht,Native Alpha Diversity,Structure
37.4602472968,0.10813028349006683,mean.max.canopy.ht,Native Alpha Diversity,Structure
38.4981829856,0.09405631700411547,mean.max.canopy.ht,Native Alpha Diversity,Structure
39.5361186744,0.09489179324413322,mean.max.canopy.ht,Native Alpha Diversity,Structure
40.5740543632,0.09286929518417586,mean.max.canopy.ht,Native Alpha Diversity,Structure
41.611990052,0.06073639166537053,mean.max.canopy.ht,Native Alpha Diversity,Structure
42.6499257408,0.025047458165059315,mean.max.canopy.ht,Native Alpha Diversity,Structure
43.6878614296,-0.006257688192783529,mean.max.canopy.ht,Native Alpha Diversity,Structure
44.7257971184,-0.1967881083362189,mean.max.canopy.ht,Native Alpha Diversity,Structure
45.7637328072,-0.19657971800742943,mean.max.canopy.ht,Native Alpha Diversity,Structure
46.801668496,-0.19657971800742943,mean.max.canopy.ht,Native Alpha Diversity,Structure
47.8396041848,-0.19495518159154063,mean.max.canopy.ht,Native Alpha Diversity,Structure
48.8775398736,-0.19495518159154063,mean.max.canopy.ht,Native Alpha Diversity,Structure
49.9154755624,-0.19474889914328763,mean.max.canopy.ht,Native Alpha Diversity,Structure
50.9534112512,-0.19474889914328763,mean.max.canopy.ht,Native Alpha Diversity,Structure
51.99134694,-0.19474889914328763,mean.max.canopy.ht,Native Alpha Diversity,Structure
1.012186908,1.2848451038556654,rumple,Native Alpha Diversity,Structure
1.1543889858,1.450640092431355,rumple,Native Alpha Diversity,Structure
1.2965910636000002,1.452930681817118,rumple,Native Alpha Diversity,Structure
1.4387931414000001,1.365028998964207,rumple,Native Alpha Diversity,Structure
1.5809952192,1.1783912032951498,rumple,Native Alpha Diversity,Structure
1.723197297,1.2219356336649874,rumple,Native Alpha Diversity,Structure
1.8653993748,1.4639075861796187,rumple,Native Alpha Diversity,Structure
2.0076014526000003,1.5923077275256017,rumple,Native Alpha Diversity,Structure
2.1498035304,1.643417844378364,rumple,Native Alpha Diversity,Structure
2.2920056082,1.5107504852836082,rumple,Native Alpha Diversity,Structure
2.4342076859999997,0.7313425815220522,rumple,Native Alpha Diversity,Structure
2.5764097638,0.7351520889433767,rumple,Native Alpha Diversity,Structure
2.7186118416,0.09036273991588833,rumple,Native Alpha Diversity,Structure
2.8608139194,-0.008605595870870968,rumple,Native Alpha Diversity,Structure
3.0030159972000003,0.05409518462299905,rumple,Native Alpha Diversity,Structure
3.145218075,0.08219174870076684,rumple,Native Alpha Diversity,Structure
3.2874201528,0.07596510446632158,rumple,Native Alpha Diversity,Structure
3.4296222305999997,0.018387231619812802,rumple,Native Alpha Diversity,Structure
3.5718243084,0.035276570321246634,rumple,Native Alpha Diversity,Structure
3.7140263861999996,0.031170613702607434,rumple,Native Alpha Diversity,Structure
3.856228464,-0.006940880647708177,rumple,Native Alpha Diversity,Structure
3.9984305418000003,-0.12363933127083325,rumple,Native Alpha Diversity,Structure
4.1406326196,-0.10024861475103275,rumple,Native Alpha Diversity,Structure
4.2828346974,-0.1069192523575845,rumple,Native Alpha Diversity,Structure
4.4250367752,-0.13295759114676947,rumple,Native Alpha Diversity,Structure
4.567238853,-0.12883075100822403,rumple,Native Alpha Diversity,Structure
4.7094409308,-0.11340918955659227,rumple,Native Alpha Diversity,Structure
4.8516430086,-0.10483241685171404,rumple,Native Alpha Diversity,Structure
4.9938450864,-0.11837143340314019,rumple,Native Alpha Diversity,Structure
5.1360471642,-0.02979105511875189,rumple,Native Alpha Diversity,Structure
5.278249242,-0.0036749055125269783,rumple,Native Alpha Diversity,Structure
5.4204513198,0.009279879435302167,rumple,Native Alpha Diversity,Structure
5.5626533976,0.0021580965605095047,rumple,Native Alpha Diversity,Structure
5.7048554754000005,0.004486526036501402,rumple,Native Alpha Diversity,Structure
5.8470575532,0.0032957355050716795,rumple,Native Alpha Diversity,Structure
5.989259631,0.001226006799555152,rumple,Native Alpha Diversity,Structure
6.1314617088,7.171677107352218e-6,rumple,Native Alpha Diversity,Structure
6.2736637866,-0.0052016641463987386,rumple,Native Alpha Diversity,Structure
6.4158658644,-0.012662725033151571,rumple,Native Alpha Diversity,Structure
6.5580679422,-0.012538684729902688,rumple,Native Alpha Diversity,Structure
6.70027002,-0.014431126170531789,rumple,Native Alpha Diversity,Structure
6.8424720978,-0.009797014585902344,rumple,Native Alpha Diversity,Structure
6.9846741756,-0.010359480443211512,rumple,Native Alpha Diversity,Structure
7.1268762534,-0.010867898164934655,rumple,Native Alpha Diversity,Structure
7.2690783312,-0.010619969211647868,rumple,Native Alpha Diversity,Structure
7.411280409,-0.009908055896879828,rumple,Native Alpha Diversity,Structure
7.5534824868,-0.009059369366931951,rumple,Native Alpha Diversity,Structure
7.6956845646,-0.009059369366931951,rumple,Native Alpha Diversity,Structure
7.8378866424,-0.009059369366931951,rumple,Native Alpha Diversity,Structure
7.9800887202,-0.009059369366931951,rumple,Native Alpha Diversity,Structure
8.122290798,-0.009059369366931951,rumple,Native Alpha Diversity,Structure
0.3799999952316284,0.6875692166766959,vpdmn,Native Alpha Diversity,Climate
0.4523999953269958,0.5761853642418054,vpdmn,Native Alpha Diversity,Climate
0.5247999954223632,0.7092222183926704,vpdmn,Native Alpha Diversity,Climate
0.5971999955177307,0.8278624413750257,vpdmn,Native Alpha Diversity,Climate
0.6695999956130981,0.8169535167073775,vpdmn,Native Alpha Diversity,Climate
0.7419999957084655,0.7750525437153386,vpdmn,Native Alpha Diversity,Climate
0.814399995803833,0.8108750556023375,vpdmn,Native Alpha Diversity,Climate
0.8867999958992004,0.757703562044067,vpdmn,Native Alpha Diversity,Climate
0.9591999959945678,0.7426959540328858,vpdmn,Native Alpha Diversity,Climate
1.0315999960899354,0.783862531168414,vpdmn,Native Alpha Diversity,Climate
1.1039999961853026,0.8512581943304931,vpdmn,Native Alpha Diversity,Climate
1.1763999962806702,0.8445746249186995,vpdmn,Native Alpha Diversity,Climate
1.2487999963760377,0.8577217346496661,vpdmn,Native Alpha Diversity,Climate
1.321199996471405,0.8438795941806544,vpdmn,Native Alpha Diversity,Climate
1.3935999965667725,0.8401922553662133,vpdmn,Native Alpha Diversity,Climate
1.4659999966621398,0.8597456020926728,vpdmn,Native Alpha Diversity,Climate
1.5383999967575073,0.8834059206775273,vpdmn,Native Alpha Diversity,Climate
1.6107999968528748,0.8597671719494178,vpdmn,Native Alpha Diversity,Climate
1.683199996948242,0.7357220996815618,vpdmn,Native Alpha Diversity,Climate
1.7555999970436096,0.7438352244407451,vpdmn,Native Alpha Diversity,Climate
1.8279999971389769,0.7467671740572275,vpdmn,Native Alpha Diversity,Climate
1.9003999972343444,0.48885117745167767,vpdmn,Native Alpha Diversity,Climate
1.972799997329712,0.4791808558005781,vpdmn,Native Alpha Diversity,Climate
2.045199997425079,0.47421317134693175,vpdmn,Native Alpha Diversity,Climate
2.117599997520447,0.4106649392579525,vpdmn,Native Alpha Diversity,Climate
2.189999997615814,0.3737850388141841,vpdmn,Native Alpha Diversity,Climate
2.2623999977111815,0.37718990836380234,vpdmn,Native Alpha Diversity,Climate
2.334799997806549,0.37780258992852983,vpdmn,Native Alpha Diversity,Climate
2.4071999979019165,0.3731247778345635,vpdmn,Native Alpha Diversity,Climate
2.479599997997284,0.3738733424788449,vpdmn,Native Alpha Diversity,Climate
2.551999998092651,0.3731249031224661,vpdmn,Native Alpha Diversity,Climate
2.624399998188019,0.389296742326289,vpdmn,Native Alpha Diversity,Climate
2.696799998283386,0.19795656896538708,vpdmn,Native Alpha Diversity,Climate
2.7691999983787534,0.04326015664292921,vpdmn,Native Alpha Diversity,Climate
2.841599998474121,0.01560077426233161,vpdmn,Native Alpha Diversity,Climate
2.9139999985694884,-0.07945318061174045,vpdmn,Native Alpha Diversity,Climate
2.9863999986648557,-0.1609306965892599,vpdmn,Native Alpha Diversity,Climate
3.0587999987602235,-0.21881418482466258,vpdmn,Native Alpha Diversity,Climate
3.1311999988555907,-0.26306059866547105,vpdmn,Native Alpha Diversity,Climate
3.203599998950958,-0.30783238575185307,vpdmn,Native Alpha Diversity,Climate
3.2759999990463253,-0.8610884958630284,vpdmn,Native Alpha Diversity,Climate
3.348399999141693,-0.8641894372753625,vpdmn,Native Alpha Diversity,Climate
3.4207999992370604,-0.844157057169651,vpdmn,Native Alpha Diversity,Climate
3.4931999993324276,-0.8352561875646821,vpdmn,Native Alpha Diversity,Climate
3.5655999994277954,-0.8556887888434221,vpdmn,Native Alpha Diversity,Climate
3.6379999995231627,-0.9523388848538041,vpdmn,Native Alpha Diversity,Climate
3.71039999961853,-1.3638584505992213,vpdmn,Native Alpha Diversity,Climate
3.7827999997138977,-1.430216593333797,vpdmn,Native Alpha Diversity,Climate
3.855199999809265,-0.7012165514271732,vpdmn,Native Alpha Diversity,Climate
3.9275999999046323,-0.6696120541522312,vpdmn,Native Alpha Diversity,Climate
4,-0.6761042851114828,vpdmn,Native Alpha Diversity,Climate
0.69,1.9768831905008588,minElev,Native Alpha Diversity,Site
69.0778,2.450558068737694,minElev,Native Alpha Diversity,Site
137.4656,1.630870458542428,minElev,Native Alpha Diversity,Site
205.8534,0.4276908532291495,minElev,Native Alpha Diversity,Site
274.2412,0.38457136668955794,minElev,Native Alpha Diversity,Site
342.62899999999996,0.5428102374762602,minElev,Native Alpha Diversity,Site
411.0168,0.1164142857170108,minElev,Native Alpha Diversity,Site
479.4046,0.3284113428502737,minElev,Native Alpha Diversity,Site
547.7924,-0.47113890499149963,minElev,Native Alpha Diversity,Site
616.1802,-0.6650996190319436,minElev,Native Alpha Diversity,Site
684.568,-0.7675288364298891,minElev,Native Alpha Diversity,Site
752.9558000000001,-0.7985311534446505,minElev,Native Alpha Diversity,Site
821.3436,-0.8292072303329688,minElev,Native Alpha Diversity,Site
889.7314,-1.049393237824075,minElev,Native Alpha Diversity,Site
958.1192000000001,-1.5414118366104774,minElev,Native Alpha Diversity,Site
1026.507,-1.6556831983375815,minElev,Native Alpha Diversity,Site
1094.8948,-1.648870905657273,minElev,Native Alpha Diversity,Site
1163.2826,-1.7098805780967357,minElev,Native Alpha Diversity,Site
1231.6704,-1.7616146073510253,minElev,Native Alpha Diversity,Site
1300.0582,-1.7771056150286038,minElev,Native Alpha Diversity,Site
1368.446,-1.886229340776178,minElev,Native Alpha Diversity,Site
1436.8338,-1.8834432781655541,minElev,Native Alpha Diversity,Site
1505.2216,-1.8804593557472966,minElev,Native Alpha Diversity,Site
1573.6094,-1.8536486572811182,minElev,Native Alpha Diversity,Site
1641.9972,-1.8270397537655938,minElev,Native Alpha Diversity,Site
1710.385,-1.82732483164914,minElev,Native Alpha Diversity,Site
1778.7728,-1.8134504467252157,minElev,Native Alpha Diversity,Site
1847.1606,-1.7910382647114647,minElev,Native Alpha Diversity,Site
1915.5484000000001,-1.794310693811172,minElev,Native Alpha Diversity,Site
1983.9362,-1.797265801082369,minElev,Native Alpha Diversity,Site
2052.324,-1.7879885677930265,minElev,Native Alpha Diversity,Site
2120.7118,-1.7600574387175103,minElev,Native Alpha Diversity,Site
2189.0996,-1.9377238758748057,minElev,Native Alpha Diversity,Site
2257.4874,-1.9423534373709443,minElev,Native Alpha Diversity,Site
2325.8752,-1.9433371395702994,minElev,Native Alpha Diversity,Site
2394.263,-1.9604921426641138,minElev,Native Alpha Diversity,Site
2462.6508,-1.9675649779159572,minElev,Native Alpha Diversity,Site
2531.0386,-1.9694436607817651,minElev,Native Alpha Diversity,Site
2599.4264,-1.9781066311414202,minElev,Native Alpha Diversity,Site
2667.8142,-1.9626755492743164,minElev,Native Alpha Diversity,Site
2736.2019999999998,-1.9994798104707627,minElev,Native Alpha Diversity,Site
2804.5898,-2.001335076322594,minElev,Native Alpha Diversity,Site
2872.9776,-2.7027381696850377,minElev,Native Alpha Diversity,Site
2941.3654,-2.6884999999518846,minElev,Native Alpha Diversity,Site
3009.7532,-2.9079532579119767,minElev,Native Alpha Diversity,Site
3078.141,-2.9024208068643165,minElev,Native Alpha Diversity,Site
3146.5288,-3.0322324564730136,minElev,Native Alpha Diversity,Site
3214.9166,-3.143679698752401,minElev,Native Alpha Diversity,Site
3283.3044,-3.1203327060889716,minElev,Native Alpha Diversity,Site
3351.6922,-3.059505954591618,minElev,Native Alpha Diversity,Site
3420.08,-3.0184893788549516,minElev,Native Alpha Diversity,Site
0.015818108,-0.04255938421815414,entropy,Native Alpha Diversity,Structure
0.032988579719999994,-0.04255938421815414,entropy,Native Alpha Diversity,Structure
0.05015905143999999,-0.04376411862701564,entropy,Native Alpha Diversity,Structure
0.06732952315999999,-0.039862927273175086,entropy,Native Alpha Diversity,Structure
0.08449999487999998,-0.03709738818232027,entropy,Native Alpha Diversity,Structure
0.10167046659999998,0.012139038839537127,entropy,Native Alpha Diversity,Structure
0.11884093831999998,0.017280307787506437,entropy,Native Alpha Diversity,Structure
0.13601141003999997,0.08544718525294624,entropy,Native Alpha Diversity,Structure
0.15318188175999997,0.08327357892668087,entropy,Native Alpha Diversity,Structure
0.17035235347999997,0.09750531389999956,entropy,Native Alpha Diversity,Structure
0.18752282519999997,0.1073643898026206,entropy,Native Alpha Diversity,Structure
0.20469329691999996,0.1402946933940452,entropy,Native Alpha Diversity,Structure
0.22186376863999996,0.1382000994742247,entropy,Native Alpha Diversity,Structure
