site,plotID,subplotID,year,shannon_exotic,evenness_exotic,nspp_exotic,shannon_notexotic,evenness_notexotic,nspp_notexotic,shannon_native,evenness_native,nspp_native,shannon_unknown,evenness_unknown,nspp_unknown,rel_cover_native,rel_cover_unknown,rel_cover_exotic,cover_native,cover_unknown,cover_exotic,rel_cover_notexotic,cover_notexotic,shannon_total,evenness_total,nspp_total,shannon_family,evenness_family,nfamilies,scale,invaded
BONA,BONA_002,plot,2022,0,0,0,1.0170797819276007,0.14529711170394297,7,1.0170797819276007,0.14529711170394297,7,0,0,0,1,0,0,6.125,0,0,1,6.125,1.0170797819276007,0.14529711170394297,7,0.9010677146186723,0.22526692865466807,4,plot,not_invaded
BONA,BONA_003,plot,2017,0,0,0,2.083317350670729,0.09920558812717757,21,2.083317350670729,0.09920558812717757,21,0,0,0,1,0,0,29.4375,0,0,1,29.4375,2.083317350670729,0.09920558812717757,21,1.2028134820808318,0.09252411400621784,13,plot,not_invaded
BONA,BONA_003,plot,2018,0,0,0,2.020831093410574,0.0962300520671702,21,2.020831093410574,0.0962300520671702,21,0,0,0,1,0,0,36.229166666666664,0,0,1,36.229166666666664,2.020831093410574,0.0962300520671702,21,1.2572280597929808,0.11429345998118007,11,plot,not_invaded
BONA,BONA_003,plot,2019,0,0,0,1.8404498839676025,0.08764047066512393,21,1.8209286572095946,0.09583835037945235,19,0.6730116670092563,0.33650583350462815,2,0.9964438122332859,0.003556187766714082,0,29.1875,0.10416666666666666,0,1,29.291666666666668,1.8404498839676025,0.08764047066512393,21,1.215214490342183,0.10126787419518192,12,plot,not_invaded
BONA,BONA_003,plot,2021,0,0,0,2.138210911139397,0.09719140505179079,22,2.138210911139397,0.09719140505179079,22,0,0,0,1,0,0,45.416666666666664,0,0,1,45.416666666666664,2.138210911139397,0.09719140505179079,22,1.1842096053888325,0.0986841337824027,12,plot,not_invaded
BONA,BONA_003,plot,2020,0,0,0,2.0517240654888242,0.11398467030493468,18,1.9926967342467317,0.1172174549556901,17,0,0,1,0.9795539033457249,0.020446096654275093,0,32.9375,0.6875,0,1,33.625,2.0517240654888242,0.11398467030493468,18,1.058660704378347,0.11762896715314966,9,plot,not_invaded
BONA,BONA_003,plot,2022,0,0,0,2.0842130645880346,0.1389475376392023,15,2.0842130645880346,0.1389475376392023,15,0,0,0,1,0,0,31.1875,0,0,1,31.1875,2.0842130645880346,0.1389475376392023,15,1.2182094658676712,0.12182094658676712,10,plot,not_invaded
BONA,BONA_004,plot,2019,0,0,0,2.303027346171593,0.100131623746591,23,2.2727473492400305,0.10822606424952526,21,0.5623351446188083,0.28116757230940415,2,0.9928315412186379,0.007168458781362007,0,23.083333333333332,0.16666666666666666,0,1,23.25,2.303027346171593,0.100131623746591,23,1.8057476083911967,0.15047896736593305,12,plot,not_invaded
BONA,BONA_004,plot,2020,0,0,0,2.1163609354184763,0.15116863824417687,14,2.052911512343071,0.15791627018023624,13,0,0,1,0.976303317535545,0.023696682464454975,0,25.75,0.625,0,1,26.375,2.1163609354184763,0.15116863824417687,14,1.7749884011226453,0.17749884011226452,10,plot,not_invaded
BONA,BONA_004,plot,2021,0,0,0,2.0310696321673833,0.10689840169302017,19,2.0310696321673833,0.10689840169302017,19,0,0,0,1,0,0,34.520833333333336,0,0,1,34.520833333333336,2.0310696321673833,0.10689840169302017,19,1.7477845173863844,0.1456487097821987,12,plot,not_invaded
BONA,BONA_004,plot,2022,0,0,0,2.199040518869951,0.16915696298999625,13,2.199040518869951,0.16915696298999625,13,0,0,0,1,0,0,15.5625,0,0,1,15.5625,2.199040518869951,0.16915696298999625,13,1.7345717927906208,0.19273019919895787,9,plot,not_invaded
BONA,BONA_005,plot,2017,0,0,0,1.7810692964052903,0.09894829424473835,18,1.7810692964052903,0.09894829424473835,18,0,0,0,1,0,0,55.625,0,0,1,55.625,1.7810692964052903,0.09894829424473835,18,1.495790180246291,0.11506078309586854,13,plot,not_invaded
BONA,BONA_005,plot,2018,0,0,0,1.6619569154016995,0.08747141660008945,19,1.6468933281951788,0.09149407378862104,18,0,0,1,0.9971002485501244,0.0028997514498757247,0,50.145833333333336,0.14583333333333331,0,1,50.291666666666664,1.6619569154016995,0.08747141660008945,19,1.290402308608064,0.09926171604677415,13,plot,not_invaded
BONA,BONA_005,plot,2019,0,0,0,2.008837463720529,0.10044187318602645,20,2.008837463720529,0.10044187318602645,20,0,0,0,1,0,0,37.083333333333336,0,0,1,37.083333333333336,2.008837463720529,0.10044187318602645,20,1.470928230751642,0.113148325442434,13,plot,not_invaded
BONA,BONA_005,plot,2020,0,0,0,2.0785025186504686,0.1732085432208724,12,2.0785025186504686,0.1732085432208724,12,0,0,0,1,0,0,26.9375,0,0,1,26.9375,2.0785025186504686,0.1732085432208724,12,1.4996505207405968,0.16662783563784409,9,plot,not_invaded
BONA,BONA_005,plot,2021,0,0,0,2.081420889489014,0.11563449386050079,18,2.081420889489014,0.11563449386050079,18,0,0,0,1,0,0,27.166666666666668,0,0,1,27.166666666666668,2.081420889489014,0.11563449386050079,18,1.518690915339291,0.12655757627827424,12,plot,not_invaded
BONA,BONA_005,plot,2022,0,0,0,1.9500158635102447,0.17727416941002225,11,1.9500158635102447,0.17727416941002225,11,0,0,0,1,0,0,35.25,0,0,1,35.25,1.9500158635102447,0.17727416941002225,11,1.4526783383401625,0.1815847922925203,8,plot,not_invaded
BONA,BONA_006,plot,2018,0,0,0,2.3050615550544413,0.08537265018720153,27,2.2821786702803926,0.0912871468112157,25,0.6931471805599453,0.34657359027997264,2,0.9951749095295538,0.0048250904704463205,0,17.1875,0.08333333333333333,0,1,17.270833333333332,2.3050615550544413,0.08537265018720153,27,1.9947906717848953,0.12467441698655596,16,plot,not_invaded
BONA,BONA_006,plot,2021,0,0,0,2.2579388727266805,0.08362736565654372,27,2.246851630061167,0.08641737038696796,26,0,0,1,0.997703788748565,0.002296211251435132,0,18.104166666666668,0.041666666666666664,0,1,18.145833333333332,2.2579388727266805,0.08362736565654372,27,1.8333816583664146,0.12222544389109431,15,plot,not_invaded
BONA,BONA_006,plot,2019,0,0,0,2.2913096906314316,0.09547123710964299,24,2.2913096906314316,0.09547123710964299,24,0,0,0,1,0,0,20.104166666666668,0,0,1,20.104166666666668,2.2913096906314316,0.09547123710964299,24,1.9723102011357994,0.13148734674238663,15,plot,not_invaded
BONA,BONA_006,plot,2020,0,0,0,1.6200815663913755,0.14728014239921594,11,1.6200815663913755,0.14728014239921594,11,0,0,0,1,0,0,13.75,0,0,1,13.75,1.6200815663913755,0.14728014239921594,11,1.2996311446754627,0.12996311446754627,10,plot,not_invaded
BONA,BONA_006,plot,2022,0,0,0,1.6799173994816212,0.1527197635892383,11,1.654273283535232,0.1654273283535232,10,0,0,1,0.9943181818181818,0.005681818181818182,0,10.9375,0.0625,0,1,11,1.6799173994816212,0.1527197635892383,11,1.4271806954539668,0.14271806954539668,10,plot,not_invaded
BONA,BONA_007,plot,2021,0,0,0,2.1537243936291395,0.11965135520161886,18,2.1279894812892324,0.12517585184054308,17,0,0,1,0.9933774834437086,0.00662251655629139,0,6.25,0.041666666666666664,0,1,6.291666666666667,2.1537243936291395,0.11965135520161886,18,1.7073279329323217,0.18970310365914686,9,plot,not_invaded
BONA,BONA_007,plot,2017,0,0,0,1.6954428930339736,0.12110306378814097,14,1.6954428930339736,0.12110306378814097,14,0,0,0,1,0,0,9.1875,0,0,1,9.1875,1.6954428930339736,0.12110306378814097,14,1.3867726413118413,0.15408584903464903,9,plot,not_invaded
BONA,BONA_007,plot,2018,0,0,0,2.1628286092496207,0.12015714495831226,18,2.1038590470389242,0.12375641453170143,17,0,0,1,0.9782766111513396,0.02172338884866039,0,8.44375,0.1875,0,1,8.63125,2.1628286092496207,0.12015714495831226,18,1.580909027372705,0.1580909027372705,10,plot,not_invaded
BONA,BONA_007,plot,2019,0,0,0,1.0567167003125806,0.06215980590074004,17,1.0567167003125806,0.06215980590074004,17,0,0,0,1,0,0,16.9375,0,0,1,16.9375,1.0567167003125806,0.06215980590074004,17,0.905411501256758,0.09054115012567579,10,plot,not_invaded
BONA,BONA_007,plot,2022,0,0,0,0.9649807510441425,0.24124518776103562,4,0.9649807510441425,0.24124518776103562,4,0,0,0,1,0,0,6.125,0,0,1,6.125,0.9649807510441425,0.24124518776103562,4,0.9649807510441425,0.24124518776103562,4,plot,not_invaded
BONA,BONA_008,plot,2021,0,0,0,1.9996402537854876,0.11762589728149928,17,1.863151840884131,0.11644699005525819,16,0,0,1,0.8213507625272332,0.17864923747276687,0,7.854166666666667,1.7083333333333333,0,1,9.5625,1.9996402537854876,0.11762589728149928,17,1.7498579447951086,0.1590779949813735,11,plot,not_invaded
BONA,BONA_008,plot,2016,0,0,0,1.8214144196192648,0.1655831290562968,11,1.8214144196192648,0.1655831290562968,11,0,0,0,1,0,0,3.25,0,0,1,3.25,1.8214144196192648,0.1655831290562968,11,1.369627060998238,0.195661008714034,7,plot,not_invaded
BONA,BONA_008,plot,2017,0,0,0,2.0965603977641476,0.09529819989837035,22,2.0965603977641476,0.09529819989837035,22,0,0,0,1,0,0,11.25,0,0,1,11.25,2.0965603977641476,0.09529819989837035,22,1.6248729425964263,0.11606235304260189,14,plot,not_invaded
BONA,BONA_008,plot,2018,0,0,0,1.6014115335439012,0.08007057667719505,20,1.5845187888663552,0.08339572572980818,19,0,0,1,0.9967069154774972,0.003293084522502744,0,18.916666666666668,0.0625,0,1,18.979166666666668,1.6014115335439012,0.08007057667719505,20,1.3675904068096374,0.1051992620622798,13,plot,not_invaded
BONA,BONA_008,plot,2019,0,0,0,2.2456776475940305,0.11228388237970152,20,2.210187997709142,0.11632568408995483,19,0,0,1,0.9893238434163701,0.010676156583629894,0,11.583333333333334,0.125,0,1,11.708333333333334,2.2456776475940305,0.11228388237970152,20,1.8051682938817617,0.12894059242012584,14,plot,not_invaded
BONA,BONA_008,plot,2020,0,0,0,1.749307995249427,0.1749307995249427,10,1.749307995249427,0.1749307995249427,10,0,0,0,1,0,0,13.1875,0,0,1,13.1875,1.749307995249427,0.1749307995249427,10,1.3204312305781125,0.18863303293973036,7,plot,not_invaded
BONA,BONA_008,plot,2022,0,0,0,1.8998417044403406,0.2110935227155934,9,1.8998417044403406,0.2110935227155934,9,0,0,0,1,0,0,10.0625,0,0,1,10.0625,1.8998417044403406,0.2110935227155934,9,1.3977085217364287,0.27954170434728576,5,plot,not_invaded
BONA,BONA_009,plot,2021,0,0,0,1.5032953113638372,0.06263730464015989,24,1.3836698231949398,0.069183491159747,20,0.42522759117528763,0.14174253039176254,3,0.9738916256157636,0.026108374384236452,0,41.1875,1.1041666666666665,0,1,42.5,1.5032953113638372,0.06263730464015989,24,1.2030590810779291,0.10025492342316077,12,plot,not_invaded
BONA,BONA_009,plot,2020,0,0,0,1.0561965502569128,0.07544261073263663,14,1.0561965502569128,0.07544261073263663,14,0,0,0,1,0,0,39.5,0,0,1,39.5,1.0561965502569128,0.07544261073263663,14,0.9471901144197444,0.11839876430246805,8,plot,not_invaded
BONA,BONA_009,plot,2017,0,0,0,1.7752406771643154,0.08453527034115788,21,1.7601887587543,0.088009437937715,20,0,0,0,1,0,0,41.854166666666664,0,0,1,41.979166666666664,1.7752406771643154,0.08453527034115788,21,1.4679384995844664,0.14679384995844663,10,plot,not_invaded
BONA,BONA_009,plot,2018,0,0,0,1.1005273173389696,0.044021092693558785,25,1.077474032266188,0.0448947513444245,24,0,0,0,1,0,0,43.5,0,0,1,43.6875,1.1005273173389696,0.044021092693558785,25,0.9815550494603399,0.07011107496145284,14,plot,not_invaded
BONA,BONA_009,plot,2019,0,0,0,1.286072068896201,0.051442882755848046,25,1.257669546292208,0.05468128462140035,23,0,0,1,0.9983256592716617,0.0016743407283382166,0,49.6875,0.08333333333333333,0,1,49.9375,1.286072068896201,0.051442882755848046,25,1.0947269629547913,0.09122724691289928,12,plot,not_invaded
BONA,BONA_009,plot,2022,0,0,0,0.8891848411477791,0.07409873676231492,12,0.8891848411477791,0.07409873676231492,12,0,0,0,1,0,0,32.25,0,0,1,32.25,0.8891848411477791,0.07409873676231492,12,0.780395853808093,0.11148512197258471,7,plot,not_invaded
BONA,BONA_010,plot,2020,0,0,0,1.725474619130562,0.095859701062809,18,1.7046626657767332,0.10654141661104582,16,0.6931471805599453,0.34657359027997264,2,0.996268656716418,0.0037313432835820895,0,33.375,0.125,0,1,33.5,1.725474619130562,0.095859701062809,18,1.3203320162484167,0.14670355736093518,9,plot,not_invaded
BONA,BONA_010,plot,2021,0,0,0,2.30785085537159,0.08876349443736885,26,2.2723819035766226,0.09879921319898359,23,0.9950269901795212,0.3316756633931737,3,0.9922547332185886,0.00774526678141136,0,24.020833333333332,0.1875,0,1,24.208333333333332,2.30785085537159,0.08876349443736885,26,1.5857008105444048,0.13214173421203373,12,plot,not_invaded
BONA,BONA_010,plot,2022,0,0,0,2.0974927226850144,0.12338192486382438,17,2.044788944625356,0.13631926297502375,15,0.5004024235381879,0.25020121176909393,2,0.9857549857549858,0.014245014245014245,0,21.625,0.3125,0,1,21.9375,2.0974927226850144,0.12338192486382438,17,1.3633022486938757,0.17041278108673447,8,plot,not_invaded
BONA,BONA_010,plot,2019,0,0,0,2.1735573104966024,0.07762704680345009,28,2.1531567502695674,0.0861262700107827,25,1.0397207708399179,0.34657359027997264,3,0.9962756052141527,0.0037243947858473,0,44.583333333333336,0.16666666666666666,0,1,44.75,2.1735573104966024,0.07762704680345009,28,1.6195268890165302,0.13496057408471085,12,plot,not_invaded
BONA,BONA_011,plot,2021,0,0,0,2.145064899776239,0.11289815261980204,19,2.1364781507805244,0.11869323059891802,18,0,0,1,0.9983753046303819,0.0016246953696181965,0,25.604166666666668,0.041666666666666664,0,1,25.645833333333332,2.145064899776239,0.11289815261980204,19,1.457697969670218,0.13251799724274707,11,plot,not_invaded
BONA,BONA_011,plot,2017,0,0,0,1.844930247286512,0.097101591962448,19,1.844930247286512,0.097101591962448,19,0,0,0,1,0,0,42.833333333333336,0,0,1,42.833333333333336,1.844930247286512,0.097101591962448,19,1.2931401008902306,0.11755819099002096,11,plot,not_invaded
BONA,BONA_011,plot,2018,0,0,0,2.0690294955140964,0.10345147477570482,20,2.0690294955140964,0.10345147477570482,20,0,0,0,1,0,0,38,0,0,1,38,2.0690294955140964,0.10345147477570482,20,1.2359739086527854,0.1123612644229805,11,plot,not_invaded
BONA,BONA_011,plot,2019,0,0,0,1.9204440332508095,0.08729291060230952,22,1.9135806094496848,0.09112288616427071,21,0,0,1,0.9988228369629192,0.0011771630370806356,0,35.354166666666664,0.041666666666666664,0,1,35.395833333333336,1.9204440332508095,0.08729291060230952,22,1.321175050869715,0.12010682280633773,11,plot,not_invaded
BONA,BONA_011,plot,2022,0,0,0,1.787564615581418,0.14896371796511818,12,1.787564615581418,0.14896371796511818,12,0,0,0,1,0,0,26.4375,0,0,1,26.4375,1.787564615581418,0.14896371796511818,12,1.1355150800248088,0.1419393850031011,8,plot,not_invaded
BONA,BONA_012,plot,2021,0,0,0,2.071374952059645,0.11507638622553583,18,2.041506919609266,0.12008864232995684,17,0,0,1,0.9921414538310412,0.007858546168958742,0,10.520833333333332,0.08333333333333333,0,1,10.604166666666666,2.071374952059645,0.11507638622553583,18,1.7983963160526943,0.17983963160526945,10,plot,not_invaded
BONA,BONA_012,plot,2017,0,0,0,2.2950613303541916,0.11475306651770958,20,2.2787438145259835,0.11993388497505177,19,0,0,1,0.9961977186311786,0.0038022813688212923,0,10.916666666666666,0.041666666666666664,0,1,10.958333333333334,2.2950613303541916,0.11475306651770958,20,1.9910360739204664,0.18100327944731512,11,plot,not_invaded
BONA,BONA_012,plot,2019,0,0,0,2.151261226851284,0.11322427509743599,19,2.151261226851284,0.11322427509743599,19,0,0,0,1,0,0,8.854166666666666,0,0,1,8.854166666666666,2.151261226851284,0.11322427509743599,19,1.8418316513336255,0.1674392410303296,11,plot,not_invaded
BONA,BONA_012,plot,2018,0,0,0,1.6998439996517158,0.14165366663764298,12,1.6046657206155153,0.14587870187413776,11,0,0,1,0.9652173913043478,0.034782608695652174,0,6.9375,0.25,0,1,7.1875,1.6998439996517158,0.14165366663764298,12,1.6033811438774712,0.17815346043083014,9,plot,not_invaded
BONA,BONA_012,plot,2022,0,0,0,1.9373735643540124,0.1761248694867284,11,1.9373735643540124,0.1761248694867284,11,0,0,0,1,0,0,7.5,0,0,1,7.5,1.9373735643540124,0.1761248694867284,11,1.7504184425538485,0.21880230531923106,8,plot,not_invaded
BONA,BONA_012,plot,2020,0,0,0,1.5801301235495042,0.17557001372772268,9,1.5801301235495042,0.17557001372772268,9,0,0,0,1,0,0,5.375,0,0,1,5.375,1.5801301235495042,0.17557001372772268,9,1.5059752670946513,0.21513932387066448,7,plot,not_invaded
BONA,BONA_013,plot,2021,0,0,0,2.6001168819317764,0.11818713099689893,22,2.512929840764201,0.12564649203821004,20,0.30463609734923813,0.15231804867461907,2,0.9512195121951219,0.04878048780487805,0,8.9375,0.45833333333333337,0,1,9.395833333333334,2.6001168819317764,0.11818713099689893,22,1.9058693322175078,0.1732608483834098,11,plot,not_invaded
BONA,BONA_013,plot,2022,0,0,0,2.222592274233163,0.15875659101665449,14,2.155218719399312,0.17960155994994267,12,0.6931471805599453,0.34657359027997264,2,0.9805825242718447,0.019417475728155338,0,6.3125,0.125,0,1,6.4375,2.222592274233163,0.15875659101665449,14,1.4348089339657188,0.20497270485224556,7,plot,not_invaded
BONA,BONA_013,plot,2018,0,0,0,1.6953860718701501,0.09418811510389723,18,1.6339776730705358,0.10212360456690849,16,0.3622105571354489,0.18110527856772446,2,0.9840972871842844,0.015902712815715623,0,21.916666666666668,0.3541666666666667,0,1,22.270833333333336,1.6953860718701501,0.09418811510389723,18,1.3422614478415191,0.1342261447841519,10,plot,not_invaded
BONA,BONA_013,plot,2019,0,0,0,2.140207605510608,0.09305250458741775,23,2.140207605510608,0.09305250458741775,23,0,0,0,1,0,0,16.833333333333332,0,0,1,16.833333333333332,2.140207605510608,0.09305250458741775,23,1.5985273140966332,0.13321060950805277,12,plot,not_invaded
BONA,BONA_013,plot,2020,0,0,0,2.0348829523338674,0.1695735793611556,12,2.0348829523338674,0.1695735793611556,12,0,0,0,1,0,0,10.4375,0,0,1,10.4375,2.0348829523338674,0.1695735793611556,12,1.5284952010801032,0.1910619001350129,8,plot,not_invaded
BONA,BONA_014,plot,2018,0,0,0,1.7434027139166022,0.11622684759444014,15,1.7434027139166022,0.11622684759444014,15,0,0,0,1,0,0,41.75,0,0,1,41.75,1.7434027139166022,0.11622684759444014,15,1.1812919590650397,0.11812919590650398,10,plot,not_invaded
BONA,BONA_014,plot,2017,0,0,0,2.003055334409052,0.10015276672045259,20,2.003055334409052,0.10015276672045259,20,0,0,0,1,0,0,45.25,0,0,1,45.25,2.003055334409052,0.10015276672045259,20,1.348650667886048,0.10374235906815753,13,plot,not_invaded
BONA,BONA_014,plot,2019,0,0,0,1.8415478511649586,0.08769275481737898,21,1.8415478511649586,0.08769275481737898,21,0,0,0,1,0,0,35.270833333333336,0,0,1,35.270833333333336,1.8415478511649586,0.08769275481737898,21,1.2129333793628403,0.0933025676432954,13,plot,not_invaded
BONA,BONA_014,plot,2021,0,0,0,2.0606307108098156,0.09366503230953707,22,2.0606307108098156,0.09366503230953707,22,0,0,0,1,0,0,27.166666666666668,0,0,1,27.166666666666668,2.0606307108098156,0.09366503230953707,22,1.333788725616845,0.1025991327397573,13,plot,not_invaded
BONA,BONA_014,plot,2022,0,0,0,1.5936708965115824,0.1062447264341055,15,1.5936708965115824,0.1062447264341055,15,0,0,0,1,0,0,25.0625,0,0,1,25.0625,1.5936708965115824,0.1062447264341055,15,0.8224209118430502,0.08224209118430502,10,plot,not_invaded
BONA,BONA_015,plot,2017,0,0,0,1.3630057886831315,0.09086705257887544,15,1.349297189452888,0.09637837067520628,14,0,0,0,1,0,0,17.208333333333332,0,0,1,17.25,1.3630057886831315,0.09086705257887544,15,1.133109274368875,0.12590103048543055,9,plot,not_invaded
BONA,BONA_015,plot,2018,0,0,0,1.5236891608658765,0.19046114510823456,8,1.5236891608658765,0.19046114510823456,8,0,0,0,1,0,0,6.3125,0,0,1,6.3125,1.5236891608658765,0.19046114510823456,8,1.501418462069092,0.214488351724156,7,plot,not_invaded
BONA,BONA_015,plot,2019,0,0,0,1.5443381124910063,0.10295587416606708,15,1.519927161899409,0.10856622584995779,14,0,0,0,1,0,0,8.0625,0,0,1,8.104166666666666,1.5443381124910063,0.10295587416606708,15,1.3650118053768905,0.15166797837521007,9,plot,not_invaded
BONA,BONA_015,plot,2021,0,0,0,2.495559956807959,0.1039816648669983,24,2.4615688497057175,0.10702473259590076,23,0,0,1,0.9887429643527205,0.01125703564727955,0,10.979166666666666,0.125,0,1,11.104166666666666,2.495559956807959,0.1039816648669983,24,1.8353155486696917,0.16684686806088106,11,plot,not_invaded
BONA,BONA_015,plot,2022,0,0,0,1.5979198582741703,0.2663199763790284,6,1.5979198582741703,0.2663199763790284,6,0,0,0,1,0,0,3.6875,0,0,1,3.6875,1.5979198582741703,0.2663199763790284,6,1.5979198582741703,0.2663199763790284,6,plot,not_invaded
BONA,BONA_016,plot,2019,0,0,0,2.112027578769969,0.08800114911541539,24,2.0084622833651316,0.09129374015296053,22,0.08048483706800685,0.04024241853400343,2,0.9485530546623794,0.05144694533762057,0,49.166666666666664,2.6666666666666665,0,1,51.833333333333336,2.112027578769969,0.08800114911541539,24,1.5013257005450529,0.12511047504542108,12,plot,not_invaded
BONA,BONA_016,plot,2021,0,0,0,2.2333645885062126,0.09710280819592229,23,2.2333645885062126,0.09710280819592229,23,0,0,0,1,0,0,52.291666666666664,0,0,1,52.291666666666664,2.2333645885062126,0.09710280819592229,23,1.4882062343681677,0.1240171861973473,12,plot,not_invaded
BONA,BONA_016,plot,2018,0,0,0,2.020372529738257,0.11884544292577981,17,2.020372529738257,0.11884544292577981,17,0,0,0,1,0,0,48.125,0,0,1,48.125,2.020372529738257,0.11884544292577981,17,1.4315378314849705,0.13013980286227003,11,plot,not_invaded
BONA,BONA_016,plot,2020,0,0,0,2.1315293180664385,0.12538407753331993,17,2.0824194674548675,0.13015121671592922,16,0,0,1,0.9838056680161943,0.016194331983805668,0,45.5625,0.75,0,1,46.3125,2.1315293180664385,0.12538407753331993,17,1.508782212176615,0.1508782212176615,10,plot,not_invaded
BONA,BONA_016,plot,2022,0,0,0,2.0279378257226797,0.11929046033662821,17,2.0279378257226797,0.11929046033662821,17,0,0,0,1,0,0,38.375,0,0,1,38.375,2.0279378257226797,0.11929046033662821,17,1.4576228925655454,0.14576228925655454,10,plot,not_invaded
BONA,BONA_017,plot,2021,0,0,0,2.2702840625345933,0.10319473011520879,22,2.2407628071477115,0.1067029908165577,21,0,0,1,0.9916666666666666,0.008333333333333333,0,9.916666666666666,0.08333333333333333,0,1,10,2.2702840625345933,0.10319473011520879,22,1.9722591842023174,0.14087565601445123,14,plot,not_invaded
BONA,BONA_017,plot,2017,0,0,0,2.213136258915299,0.096223315605013,23,2.213136258915299,0.096223315605013,23,0,0,0,1,0,0,11.979166666666666,0,0,1,11.979166666666666,2.213136258915299,0.096223315605013,23,1.9671036668989281,0.14050740477849485,14,plot,not_invaded
BONA,BONA_017,plot,2018,0,0,0,1.5289515105381617,0.15289515105381618,10,1.5289515105381617,0.15289515105381618,10,0,0,0,1,0,0,11.5625,0,0,1,11.5625,1.5289515105381617,0.15289515105381618,10,1.410934926867281,0.1567705474296979,9,plot,not_invaded
BONA,BONA_017,plot,2019,0,0,0,1.862896478741827,0.07451585914967308,25,1.8505070542740152,0.07710446059475064,24,0,0,1,0.9976105137395459,0.0023894862604540022,0,17.395833333333332,0.041666666666666664,0,1,17.4375,1.862896478741827,0.07451585914967308,25,1.6409236775943152,0.0965249222114303,17,plot,not_invaded
BONA,BONA_017,plot,2020,0,0,0,1.4165732444592227,0.15739702716213586,9,1.4165732444592227,0.15739702716213586,9,0,0,0,1,0,0,10.4375,0,0,1,10.4375,1.4165732444592227,0.15739702716213586,9,1.2923901493138963,0.16154876866423704,8,plot,not_invaded
BONA,BONA_017,plot,2022,0,0,0,1.5809101988700005,0.19761377485875006,8,1.5809101988700005,0.19761377485875006,8,0,0,0,1,0,0,9.8125,0,0,1,9.8125,1.5809101988700005,0.19761377485875006,8,1.4534191355481691,0.20763130507830987,7,plot,not_invaded
