"","easting","northing","year","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","turnover","nestedness","minElev","maxElev","slope","aspect"
"sd.sd.aop",-0.003784508559358,-0.378084521479838,-0.21028976220588,0.746232041194295,0.75449099438123,0.485661996372623,-0.0093081604213092,0.0093081604213092,0.559094470715229,0.813225612462398,-0.240166286760073,1,0.631967496068515,0.432722937134591,0.301835397956879,0.631967496068515,0.615779289345451,0.771858002949443,0.0290957239191039,0.111941988974068,0.0703640383073776,0.26133021188925,-0.14918291543608,0.226127006063649,0.26469615234985,-0.140480737091852,0.227083687396068,0.188254169227455,0.125278498674504,0.212470269975297,-0.175671995616273,0.207478201195707,0.0912190322998027,-0.0852674650404632,0.190847190947137,0.0773161556024544,-0.091287746199673,-0.07703037357275,0.247028338200887,-0.138184140086904,0.206800609705845,0.294837254316415,-0.174913596363856,0.291096610985935,0.199743123347613,-0.174210970685219,-0.420471473523766,-0.413047644047046,-0.0509458917736532,-0.0190762095054088
"entropy.aop",-0.114672325096537,-0.220079080229529,-0.065859497989498,0.788032873792472,0.895061341960502,0.631931845578928,-0.0814924440535166,0.0814924440535166,0.72836994728796,0.840622448644117,-0.233735500079452,0.631967496068515,1,0.350699653700528,0.542978909646592,1,0.640324643548953,0.750037429175823,0.0624589685724913,0.138311706291946,0.0806579655291886,0.148762541027172,-0.0718011476649443,0.117864371525173,0.148473433022285,-0.0670170985364464,0.119448758063729,0.149102860815108,0.166605093234126,0.151097810580701,-0.153039309915927,0.174284690164054,0.09529661083044,-0.158988268861946,0.115882778817526,0.0853259774887654,-0.0952822472928575,-0.162379834684046,0.141688983895979,-0.055151478622035,0.101412929830214,0.250207841326897,-0.139875363696637,0.229607386275734,0.144585823981181,-0.0679671647333082,-0.244025502455005,-0.237099667993131,0.119231590804028,0.088994887298877
"GFP.AOP.aop",0.157459432705985,-0.0750147623678196,0.0527702918329926,0.234976897386864,0.474255585389107,0.46823726308349,-0.0476063910153836,0.0476063910153836,0.503579261209528,0.598589083073518,0.447838778965595,0.432722937134591,0.350699653700528,1,-0.378676077352644,0.350699653700528,0.014367186961958,0.244911663335295,0.111510137147388,0.102232132961022,0.129091064065152,0.0430558942142783,-0.124523769732769,0.094292990545098,0.0362718217982367,-0.111051788757322,0.0774060237922825,0.220803909522482,0.0542380401624224,0.234820535489565,-0.106556204898379,0.0653554762097535,0.123969049759024,0.196731937410968,0.176936082429138,0.129354603887571,-0.124395129860244,0.195268361321987,0.0568865033616254,-0.127253378063682,0.110022085467959,0.0543617226754922,-0.117000763009518,0.106296507758402,0.138921612913204,-0.126556948941245,-0.186600305687912,-0.18373557151404,-0.00398372574727418,-0.0954293794747029
"VAI.AOP.aop",-0.212594164475122,-0.170081203141113,-0.132459794616038,0.665024819445597,0.523601964857295,0.08981832320919,-0.0102374272331417,0.0102374272331417,0.160715366463841,0.297458980396191,-0.783827782325386,0.301835397956879,0.542978909646592,-0.378676077352644,1,0.542978909646592,0.740716665186553,0.625079770627751,-0.0583720782850209,0.0102959768117201,-0.0478665331941404,0.143863066404132,0.0233340329590105,0.0567098957626189,0.15124272311895,0.0170684805393307,0.0722386994143601,-0.0387773963861453,0.0944424911474075,-0.0360933459548036,-0.0890007142242225,0.166074086996985,-0.0383342554613123,-0.359230905926805,-0.00746903123414986,-0.0562398784300614,0.038553777632124,-0.35569400344425,0.124287132026075,0.041201413811786,0.0279799902473956,0.215142179761103,-0.0620584893625028,0.1644308038471,0.0163082787860273,0.0280817513273762,-0.131162090269458,-0.124560804781104,0.0863423868932819,0.127590091533823
"VCI.AOP.aop",-0.114672325096537,-0.220079080229529,-0.065859497989498,0.788032873792472,0.895061341960502,0.631931845578928,-0.0814924440535166,0.0814924440535166,0.72836994728796,0.840622448644117,-0.233735500079452,0.631967496068515,1,0.350699653700528,0.542978909646592,1,0.640324643548953,0.750037429175823,0.0624589685724913,0.138311706291946,0.0806579655291886,0.148762541027172,-0.0718011476649443,0.117864371525173,0.148473433022285,-0.0670170985364464,0.119448758063729,0.149102860815108,0.166605093234126,0.151097810580701,-0.153039309915927,0.174284690164054,0.09529661083044,-0.158988268861946,0.115882778817526,0.0853259774887654,-0.0952822472928575,-0.162379834684046,0.141688983895979,-0.055151478622035,0.101412929830214,0.250207841326897,-0.139875363696637,0.229607386275734,0.144585823981181,-0.0679671647333082,-0.244025502455005,-0.237099667993131,0.119231590804028,0.088994887298877
"q25.aop",-0.154925731971278,-0.27754186234087,-0.242128975729676,0.890141365374603,0.736123554921751,0.16087380239054,0.0288381418246694,-0.0288381418246694,0.253447062890005,0.584374500965773,-0.781710291957812,0.615779289345451,0.640324643548953,0.014367186961958,0.740716665186553,0.640324643548953,1,0.902647394189091,0.00994333712264155,0.0936272900811001,0.0412171021022632,0.209424171089005,-0.066761166184465,0.148710450304346,0.219559256358605,-0.0718518080164642,0.163499312599181,0.0513882484079934,0.129050877469753,0.0669970380842424,-0.165531072233842,0.213179011683741,0.0635342010286339,-0.228339897219475,0.114519195046272,0.0482155502119096,-0.0635217645626462,-0.216229311540842,0.197804144766536,-0.0491363588589942,0.12310392162593,0.302318114883613,-0.124859140273574,0.262999642106578,0.0868066058445175,-0.0633337377548065,-0.328930420243829,-0.319575762814013,0.0266125609529554,0.0240687501870756
"q50.aop",-0.0904043289264785,-0.321106906167167,-0.220746168133776,0.950639249740194,0.868082285645338,0.363628832541505,0.00162630308785515,-0.00162630308785515,0.464769567312598,0.801674101060932,-0.589986566421217,0.771858002949443,0.750037429175823,0.244911663335295,0.625079770627751,0.750037429175823,0.902647394189091,1,0.0350204997329821,0.129736863247197,0.0644858174414666,0.23662963360762,-0.128860216850788,0.197824661161152,0.243220884277191,-0.132021656225306,0.208359697547025,0.126635754839224,0.143013785616869,0.151465005628594,-0.180180863650312,0.233013740156781,0.0808293422875521,-0.156855479145701,0.173444431428427,0.0687075151378302,-0.0809635780665483,-0.149040066222327,0.227350537041374,-0.105003745914145,0.173574989469908,0.31057905141667,-0.159164017957283,0.290416858606671,0.143785220309233,-0.121929264227183,-0.380222139972418,-0.370826968875225,0.0106586098236212,-0.00612699027595804
"shannon_exotic",-0.103313494133223,-0.197680149158033,-0.120591143616322,0.0561841706716948,0.0601275004130115,-0.0855371971164732,-0.00110899711825814,0.00110899711825814,0.038066623322375,0.0803393260446602,0.03661189229586,0.0290957239191039,0.0624589685724913,0.111510137147388,-0.0583720782850209,0.0624589685724913,0.00994333712264155,0.0350204997329821,1,0.930367588498993,0.919354763011724,0.281828129319642,-0.265949648216163,0.330140584382889,0.253916322227972,-0.245257604425028,0.295059808843705,0.321419688004971,0.120618171221908,0.365916171751306,-0.554486482699406,0.244328071499594,0.837929967872649,0.0501996168900287,0.340886487210481,0.840208266027945,-0.837358703787482,0.0846709182510103,0.338331101924479,-0.365022832008309,0.427704610225059,0.387902527998625,-0.320534350351226,0.457743909263361,0.163564476806521,-0.19756127025297,-0.30363259800932,-0.300810848746606,-0.0552320777157041,-0.0484461321204504
"evenness_exotic",-0.132813518257302,-0.249470913070141,-0.147680276965218,0.147333027257159,0.134999671307349,-0.0396917061260705,-0.0239996402971687,0.0239996402971687,0.0846789705554479,0.156529167869171,-0.0291112749856323,0.111941988974068,0.138311706291946,0.102232132961022,0.0102959768117201,0.138311706291946,0.0936272900811001,0.129736863247197,0.930367588498993,1,0.826724190538959,0.313509525676066,-0.279415706858252,0.349298320550555,0.288186616246566,-0.263384971732245,0.321560382682049,0.290551341901392,0.116268877774467,0.338993291851775,-0.471650190890393,0.256019731682042,0.758995161260603,0.039100620344411,0.31822136869796,0.754394227183627,-0.758705981060733,0.0704754850922221,0.358484536663253,-0.344617685868741,0.414859664245036,0.417011603062797,-0.296545070512042,0.455636933270837,0.189968755245447,-0.223015464286818,-0.34713586634215,-0.343698399946953,-0.101044154972252,-0.0600181715239023
"nspp_exotic",-0.105751796835566,-0.246014760174755,-0.128111465779486,0.0842919703232088,0.0877685643911749,-0.0776597180289156,-0.00173653339119817,0.00173653339119817,0.0657431077972481,0.123049229392272,0.0296060227454141,0.0703640383073776,0.0806579655291886,0.129091064065152,-0.0478665331941404,0.0806579655291886,0.0412171021022632,0.0644858174414666,0.919354763011724,0.826724190538959,1,0.327303378512811,-0.327501386643897,0.389529022371184,0.295349438376406,-0.306598559008499,0.352185341560612,0.370804754696611,0.146808817946404,0.418572676913114,-0.619203893045254,0.276167053308878,0.957990964703421,0.0914858824058315,0.403302815489785,0.964239831519534,-0.957637600648197,0.128879547874925,0.378155345835402,-0.433369321168099,0.490239829403495,0.425408519929511,-0.384772150945228,0.519348286116928,0.20546821575001,-0.241882426092542,-0.343237225843633,-0.340167682750583,-0.0663729966534636,-0.0687327623236493
"shannon_notexotic",0.0176554235231062,-0.495252883189964,-0.308479758591612,0.21809472961792,0.178931936637742,0.0047960011178021,-0.0279140576768216,0.0279140576768216,0.151508861595279,0.220679955178328,-0.160739495947967,0.26133021188925,0.148762541027172,0.0430558942142783,0.143863066404132,0.148762541027172,0.209424171089005,0.23662963360762,0.281828129319642,0.313509525676066,0.327303378512811,1,-0.415623270557422,0.826422044973994,0.986775825885886,-0.394541605251478,0.824006881629552,0.46034755357604,0.159617379682104,0.509519802146227,-0.364237617111633,0.375884866643778,0.309892077196925,0.0263498662424731,0.420800175630883,0.289561679262128,-0.309453291466692,0.0485666034963164,0.984703919430579,-0.439733446666046,0.816817676088501,0.902338446090706,-0.297232206946811,0.795362361130226,0.30390551454578,-0.414119871865423,-0.519745460388087,-0.519841179266228,-0.389595876188937,-0.220349882650985
"evenness_notexotic",0.0103695390691248,0.427067123161796,0.2754915601915,-0.0946603717239906,-0.110180906891637,-0.0838625199313976,0.0258770521683129,-0.0258770521683129,-0.193116030871064,-0.187382945846872,0.0160496038377872,-0.14918291543608,-0.0718011476649443,-0.124523769732769,0.0233340329590105,-0.0718011476649443,-0.066761166184465,-0.128860216850788,-0.265949648216163,-0.279415706858252,-0.327501386643897,-0.415623270557422,1,-0.823648519241343,-0.414482934340086,0.984636728017929,-0.811429821854818,-0.539251781543499,-0.229540996399602,-0.551448333848981,0.0793510530506043,-0.0793603055378124,-0.23998611770672,-0.46447571803154,-0.313014563323458,-0.283718882722389,0.239239840995096,-0.474227801153474,-0.434254161621032,0.976219000169862,-0.817605495241672,-0.387876333554337,0.830341683059271,-0.720321657260267,-0.167729688692627,0.286140516273735,0.322152791885117,0.323741485536989,0.21707257451051,0.0860576527978816
"nspp_notexotic",0.0210284358981576,-0.516343549731389,-0.364870311116202,0.175145628318571,0.153230010885978,0.0437749374191849,-0.0251290927399356,0.0251290927399356,0.187343044940339,0.223180103933125,-0.0942235646346897,0.226127006063649,0.117864371525173,0.094292990545098,0.0567098957626189,0.117864371525173,0.148710450304346,0.197824661161152,0.330140584382889,0.349298320550555,0.389529022371184,0.826422044973994,-0.823648519241343,1,0.819151761581006,-0.799348423081275,0.991650406586469,0.592265727726515,0.23015901153989,0.627596327132626,-0.248246829057207,0.251313812918246,0.319555889337152,0.31838057329478,0.430538482740869,0.338357981163076,-0.318761331740224,0.337847735974109,0.83254782836242,-0.822899835977596,0.989734012302507,0.764682870669447,-0.644781206592274,0.913840212435105,0.287135455365399,-0.436980518921884,-0.495466244676322,-0.496945393369164,-0.364828342127607,-0.181909401593683
"shannon_native",0.0353615489403932,-0.484038620769361,-0.317342026560756,0.226739682248317,0.177860452746165,0.000670749749316442,-0.0335794144213931,0.0335794144213931,0.14300233286393,0.217937470205643,-0.171902106015857,0.26469615234985,0.148473433022285,0.0362718217982367,0.15124272311895,0.148473433022285,0.219559256358605,0.243220884277191,0.253916322227972,0.288186616246566,0.295349438376406,0.986775825885886,-0.414482934340086,0.819151761581006,1,-0.391612203494775,0.828032092210135,0.40244033893891,0.145248483036448,0.448483430485146,-0.311363967070248,0.313250527508279,0.273504106336222,0.0500504805128837,0.368387121731608,0.256481702397164,-0.27286025398559,0.0719236339212657,0.969356709004334,-0.434781419005923,0.806005113373938,0.887881402019715,-0.299178292173742,0.787195219231571,0.283079731510135,-0.400149177271168,-0.530031267198001,-0.53022695151632,-0.400052389763677,-0.225906539794584
"evenness_native",0.0218192117028979,0.426178581455975,0.293364726392402,-0.0974361441855113,-0.10401583772198,-0.0767604355592572,0.0280935559613607,-0.0280935559613607,-0.184125121232212,-0.179858877485603,0.0270061191445526,-0.140480737091852,-0.0670170985364464,-0.111051788757322,0.0170684805393307,-0.0670170985364464,-0.0718518080164642,-0.132021656225306,-0.245257604425028,-0.263384971732245,-0.306598559008499,-0.394541605251478,0.984636728017929,-0.799348423081275,-0.391612203494775,1,-0.80067181947206,-0.462741481463058,-0.201370235785271,-0.468070873366007,0.0417476075088706,-0.0405586000810337,-0.224207397606671,-0.473302733754429,-0.269589749707385,-0.267922211332539,0.223838469588506,-0.474004856997817,-0.412417329220114,0.956824037950477,-0.791916261443044,-0.370992864422661,0.816199876986975,-0.698445164071725,-0.154921147023118,0.274752547364148,0.309734303401922,0.311597602357686,0.209473634355821,0.0807295381985082
"nspp_native",0.0315521480515266,-0.508187114603083,-0.384494881719957,0.189161760251538,0.15302201520154,0.0379555452062379,-0.0352080848908039,0.0352080848908039,0.17788780710715,0.220176040570948,-0.114587565789709,0.227083687396068,0.119448758063729,0.0774060237922825,0.0722386994143601,0.119448758063729,0.163499312599181,0.208359697547025,0.295059808843705,0.321560382682049,0.352185341560612,0.824006881629552,-0.811429821854818,0.991650406586469,0.828032092210135,-0.80067181947206,1,0.513873340744454,0.207603165666846,0.539161410114425,-0.184596657329572,0.182905629473558,0.28276516897257,0.340465857039094,0.363897711928948,0.303722717676301,-0.282050365047924,0.351904807525114,0.826575006979271,-0.806734459275917,0.976174019717585,0.762803701777294,-0.632758266924943,0.90531668931178,0.274449399773206,-0.434000015769519,-0.500383630304019,-0.502142768441206,-0.374639551385932,-0.186864379547569
"shannon_unknown",0.0369701547921408,-0.344466966668019,-0.0754692835462685,0.115423308758863,0.185279325276773,0.143149867266628,-0.0069636217564922,0.0069636217564922,0.242710106507023,0.248839730121633,0.0755546529778914,0.188254169227455,0.149102860815108,0.220803909522482,-0.0387773963861453,0.149102860815108,0.0513882484079934,0.126635754839224,0.321419688004971,0.290551341901392,0.370804754696611,0.46034755357604,-0.539251781543499,0.592265727726515,0.40244033893891,-0.462741481463058,0.513873340744454,1,0.572841972988757,0.918604113995298,-0.385176906517176,0.413788367408448,0.330850725822993,0.0726128345780936,0.506602343628496,0.323225078141184,-0.3305597672545,0.0938712028253896,0.47778520815451,-0.562499246390876,0.613012601648823,0.418211067741498,-0.439213011886753,0.545392734830975,0.233356189438642,-0.242244447956943,-0.306176705677378,-0.305456822250083,-0.151028582149082,-0.0970295383910481
"evenness_unknown",-0.0359908483720997,-0.104115441625575,-0.0731818498887893,0.161720584895541,0.154643500331389,0.064845873490543,-0.0621128421114631,0.0621128421114631,0.121628741962904,0.160455006717841,-0.0445667443406475,0.125278498674504,0.166605093234126,0.0542380401624224,0.0944424911474075,0.166605093234126,0.129050877469753,0.143013785616869,0.120618171221908,0.116268877774467,0.146808817946404,0.159617379682104,-0.229540996399602,0.23015901153989,0.145248483036448,-0.201370235785271,0.207603165666846,0.572841972988757,1,0.356504720332798,-0.104989900737563,0.06946112091253,0.153195632383084,0.0100831977767565,0.0853660044636846,0.143175548602145,-0.153438632522414,-0.00889580286407829,0.167414221227173,-0.23460142986318,0.232137068459793,0.184978096757393,-0.186805173315216,0.233591750407242,0.084869155668517,-0.0452252069169589,-0.112156556015812,-0.110540287550565,0.0157764720432404,0.012274679979537
"nspp_unknown",0.0210311904759408,-0.40497641751053,-0.0876470999566261,0.128789547408412,0.197707117643363,0.133451393381898,0.0211512626346195,-0.0211512626346195,0.244466377637272,0.263073863618693,0.0562191601458295,0.212470269975297,0.151097810580701,0.234820535489565,-0.0360933459548036,0.151097810580701,0.0669970380842424,0.151465005628594,0.365916171751306,0.338993291851775,0.418572676913114,0.509519802146227,-0.551448333848981,0.627596327132626,0.448483430485146,-0.468070873366007,0.539161410114425,0.918604113995298,0.356504720332798,1,-0.542718973709527,0.611424877951753,0.375229456549646,0.0535671093362594,0.710984989281584,0.369834981938307,-0.374795770997455,0.0994998040690139,0.53024517213098,-0.575942857732448,0.651648495066361,0.471278230847515,-0.453765582914438,0.589866002550595,0.261381163320692,-0.265750976626942,-0.331924605254419,-0.330857122284796,-0.170855643030094,-0.116251452488071
